"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům","","",""
"Kulturní aktivity","2016","FHT/PHT/029828/2016","Publikace k 75. výročí vystěhování regionu ve středním Povltaví. Vystěhované hovory","Vystěhované hovory, Cvičiště SS-Truppenübungsplatz „Beneschau/Böhme“ 1941/42 – 1945, Reprezentační publikace Středočeského kraje v českém, německém a francouzském jazyce, Dokumentární informace o vystěhovaném prostoru ve středních Čechách za II. světové války a jeho přeměna na cvičiště SS. Vystěhování se dotklo 30 000 občanů a 16 000 z nich zůstalo ve vystěhovaném prostoru jako námezdní síly okupantů. Krajina byla zničena ženijním a dělostřeleckým výcvikem a byl celkově narušen její historický vývoj., Reprezentační publikace Středočeského kraje v překladech do německého, anglického a francouzského jazyka s fotografickou dokumentací a řadou vzpomínek pamětníků na období II. světové války ve vystěhovaném prostoru cvičiště SS mezi Vltavou v prostoru Štěchovice a Sázavou od Týnce nad Vltavou po Bystřici a Sedlčany se díky jazykovým mutacím stane prvním dokumentem od roku 1945, který poskytne svědectví o zdejších událostech pro zahraničí. Zejména v době řady společenských proměn a hrozeb lokálních válek nebo globálního konfliktu je nutné ukazovat na událostech a zločinech minulosti, kam vede nezodpovědné jednání…, Cvičiště SS-Truppenübungsplatz „Beneschau/Böhme“ – 1942 – 1945, příprava na vystěhování obyvatel byla zahájena již v roce 1941 – letos tedy uplyne 75 let – 1941 – 2015 od těchto událostí. Vlastní vystěhování bylo pak zahájeno na jaře 1942. Publikace je tedy velice důležitá a potřebná jak pro domácí historickou paměť, tak pro zahraniční., Odborná spolupráce:, Jan Němeček, Historický ústav Akademie věd ČR, Historie.cs. – Vladimír Kučera, publicista, Vojenské muzeum Praha, Statní okresní archiv Benešov, Muzeum Jílové u Prahy, Městské muzeum Sedlčany, Hornické muzeum Příbram, Kolektiv autorů z regionu: Václav Šmerák, Jaroslav Pelíšek a spolupracovníci, ","neschváleno RK","319000","185000","","57.99373041","","",""
"Kulturní aktivity","2016","FHT/PHT/029840/2016","Festival vína v Mníšku pod Brdy","Jde o 11. ročník akce s celostátním rozsahem, jíž se účastní vystavovatelé z ČR i zahraničí. Předpokládáme účast cca 25 vystavovatelů. Akci doprovází bohatý kulturní program, hraje Swing Melody orchestr, zazpívají početní hosté. Akci zaštiťuje místopředsedkyně Senátu parlamentu ČR, paní Miluše Horská a ministr zemědělství ing. Marian Jurečka. Mediální podporu zajistí regionální TV Fonka a ČRo 2, který z akce připravuje přímé vstupy. ","neschváleno RK","300000","150000","","50","","",""
"Sportovní aktivity","2016","FHT/PHT/029857/2016","Skáčeme si pro radost","Spolek byl založen nedávno, několika nadšenci, kteří se již několik let pohybují v agility sportu a chtěli by své zkušenosti  předat převážně dětem a mládeži.  Takový  spolek v našem okolí dosud velmi chyběl. Většinou se zde agility spolky zaměřují na dospělé osoby cvičící psy. Jedna  členka spolku, 13ti letá Pavla Chlustinová, v loňském roce obsadila 4.místo na Mistrovství ČR dětí a juniorů a zúčastnila se i Mistrovství Evropy dětí a juniorů. V současné době má spolek pouze vlastnoručně vyrobené překážky dle standardů Klubu agility. Překážky nejsou vzhledově příliš reprezentativní. Největším problémem je jejich váha. Při přípravě tréninkových parkurů není možné s dětmi postavit všechny překážky, zejména zónové, jelikož jsou pro děti příliš těžké. Také  bychom chtěli  pořádat i oficiální závody a rozšířit tento sport do podvědomí širší veřejnosti. Z tohoto důvodu bychom rádi pořídili profesionálnější překážky, které jsou  váhově odlehčené a na přípravu tréninků i manipulaci s nimi mnohem jednodušší.","neschváleno RK","92400","87780","","95","","",""
"Sportovní aktivity","2016","FHT/PHT/030393/2016","Žebrácká pětadvacítka","Původně byla Žebrácká pětadvacítka jen silničním závodem na 25 km. V současné době se Žebrácká pětadvacítka stala velkou sportovní akcí. Její součástí je již 35. ročník  mezinárodního silniční ho běhu na 25km (již tradičně se zúčastňuje přes 200 běžců i běžkyň z celé ČR včetně zástupců reprezentace - časový limit je dostatečný, aby se mohli zúčastnit i běžci - hobíci).  Pro běžce, kteří si ještě netroufají na těžkou 25 km trať se koná již 3. ročník Žebrácké 10, kde se počet běžců v loňském roce blížil již k počtu 100. A další neméně důležitou součástí je ""Lidový běh"" na 1,1 km, který je určen nejen dětem, ale všem příchozím a kde se počet účastníků pohybuje okolo počtu 200. Celkově se tedy počet sportujících v tento den pohybuje okolo počtu 500. Také počet diváků není zanedbatelný, protože se zde koná rovněž Vavřinecká pouť. Všichni pořadatelé včetně organizačního výboru jsou dobrovolníci, kteří zajišťují chod celé akce již dlouhodobě dopředu i přímo v den závodu zcela zadarmo. Přesto je finanční zajištění takovéto akce náročné. Vzhledem k dlouhodobé tradici Ž25 se pořadatelé snaží zachovat tyto závody přesto, že se počet všech závodů v celé republice mnohonásobně zvýšil. Organizační výbor se snaží zvyšovat komfort pro běžce (např. přihlašování přes internet, měření časů pomocí čipů atd.), ale zároveň zachovávat tradiční zvyky (tričko s logem závodu pro každého běžce, oběd pro každého běžce, odměny v každé kategorii aj.).","neschváleno RK","240000","40000","","16.66666667","","",""
"Podpora činnosti","2016","FHT/PHT/029861/2016","Vyrovnávání příležitostí pro občany se zdravotním postižením prostřednictvím ochrany veřejného zájmu na úseku bezbariérové přístupnosti staveb","Předkládaný projekt podporuje tvorbu bezbariérového veřejného prostoru s důrazem na veřejnou infrastrukturu způsobem, který umožní její plné užívání osobami se zdravotním postižením, se sníženou schopností orientace a pohybu, dočasně imobilní a seniory. Projekt je dlouhodobého charakteru realizovaného již 20 let. Předmětem činnosti je posuzování projektových dokumentací z hlediska vyhlášky č. 398/2009 Sb. stavebního zákona a tím předcházení vzniku nových bariér. Dalším pilířem je konzultační činnost pro projektanty při přípravě projektů, poradenství pro osoby ZTP a jejich rodinné příslušníky při stavebních úpravách bytů a orientace v dostupných doplňcích na trhu. Přínosem je odstraňování stávajících bariér, bránění vzniku nových a podpora samostatného pohybu znevýhodněným osobám ohrožených sociálním vyloučením. Poradenská činnost je realizována na konzultačních střediscích: Praha, Benešov, Kolín, Poděbrady, dále elektronicky na kontaktech ( www.nipi.cz), osobně při přípravě projektů na jednáních samosprávných celků, při předkolaudačních prohlídkách.","neschváleno RK","164000","87000","","53.04878049","","",""
"Podpora činnosti","2016","FHT/PHT/029867/2016","Asistenční služba PB HELP Asistent","ÚAMK-AMK ZPM PŘÍBRAM BEROUN (dále jen ""nezisková organizace"") je občanským sdružením zdravotně postižených motoristů, které provozuje asistenční službu PB HELP ASISTENT. Tato služba poskytuje mobilitu osobám, které jsou znevýhodněné (hendikepovaní, senioři, matky s dětmi). Současně poskytujeme pracovní příležitost osobám se zdravotním postižením. Služba je provozována ve třech městech středočeského kraje - v Příbrami, Berouně a Kolíně. Je poskytována prostřednictvím 7 vozů a zaměstnává 8 pracovníků. V průměru poskytne nezisková organizace asistenční služby 12.500 klientům., Vzhledem k tomu, že je vybíráno symbolické přepravné, nepostačuje na pokrytí základních nákladů na údržbu vozového parku  a na platy zaměstnanců. Předmětem žádosti je příspěvek na opravu, údržbu, technické kontroly, povinné a havarijní pojištění vozidel. Již jsme obdrželi dotaci 2x. Její vyúčtování zpracováváme a odesíláme včas.","neschváleno RK","314762","60000","","19.06202146","","",""
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2016","FHT/PHT/029877/2016","Optimalizace sportovních pomůcek","Cíle projektu jsou dva. První představuje pořízení rámu závodního kola pro handicapované sportovce (tzv. handbike). Druhým cílem je konfrontace handicapovaných a zdravých sportovců v triatlonu (Ironman 70.3) a zvýšení obecného povědomí o výkonnostním sportu osob s postižením. Nový rám handbiku je uzpůsobený pro použití menšího průměru kol, což znamená výraznou úsporu místa při cestování. V případě konání sportovní akce dosažitelné autem, je nutné naložit doprovázející osobu, invalidní vozík, handbike a běžecký vozík. Standardní rám kola je nejnáročnější na prostor. Ještě složitější je situace v případě zahraničního startu a použtí letecké dopravy. Výše zmiňovaný rám je skladnější a výrazně zmenší objem zavazadel a usnadní manipulaci s nimi.  , Podrobněji o účasti na Ironman 70.3 na www.honzatomanek.com","neschváleno RK","108000","72000","","66.66666667","","",""
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2016","FHT/PHT/029879/2016","Transit pro klienty CSS Hvozdy, o.p.s.","CSS Hvozdy, o.p.s. je registrovaným poskytovatelem 6 sociálních služeb. Působí zejména v okrese Praha- západ a Dobříš. Pro přepravu klientů týdenního stacionáře, odlehčovací služby a sociálně terapeutických dílen a pro zásobování disponujeme jedním automobilem Ford Transit. Tento automobil byl zakoupen v r. 2013, vyroben však byl v r. 2006.      , Technická způsobilost vozidla končí v listopadu 2016. Vzhledem k tomu, že jeho technický stav již neodpovídá stanoveným požadavkům, s největší pravděpodobností nebude prodloužena jeho technická způsobilost. Náklady na údržbu vozidla se navyšují, čímž dochází k navyšování požadavku na dotaci z veřejných prostředků., Z tohoto důvodu chceme požádat o finanční prostředky na nákup novějšího devítimístného transitu, aby přeprava našich klientů spolu se zásobováním byla bezpečnější a úspornější včetně spotřeby pohonných hmot.","neschváleno RK","205500","195000","","94.89051095","","",""
"Rekonstrukce v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2016","FHT/PHT/030472/2016","Rekonstrukce části suterénu sokolovny se zprovozněním sportovního sálu","Celková stavební rekonstrukce a sanace části suterénních prostor sokolovny v Českém Brodě s cílem vybudovat zde tělocvičný sál o rozměrech 14,3 x 8,3 m a ploše 100,6 m2 (sál má odskok od zdi tvarem lichoběžníku) určený pro sportovní aktivity především dětí a mládeže, spolu se sociálním zázemím v rozsahu 2xWC v celkové ploše 9,25 m2, 2x šatny v celkové ploše 13,4 m2 a 2x sprchy v celkové ploše 7,7 m2. Důvodem je nedostatečná kapacita cvičebních sálů, úspora energetických nákladů budovy a sanace zdevastovaných suterénních prostor. Akce může být realizována díky získání finanční dotace Ministerstva školství, mládeže a tělovýchovy ve výši 1.812.000,- Kč, kterou T. J. Sokol v letošním roce obdržel. Jako nezisková organizace se T. J. nyní snaží sehnat prostředky na povinné dofinancování této dotace vzhledem k situaci, kdy své volné finance musí použít na dofinancování  jiného grantu, získaného z Ministerstva kultury ve výši 678.000,-Kč. V případě zajištění dofinancování rekonstrukce suterénu bude vlastní stavba realizována odbornou stavební firmou, vybranou na základě poptávkového řízení. Na stavbu je vydáno platné Stavební povolení.","neschváleno RK","2265000","200000","","8.83002208","","",""
"Kulturní aktivity","2016","FHT/PHT/030470/2016","Velvarský tolar","Hudební soutěž seniorů Velvarský tolar. Jedná se o soutěž ve zpěvu mezi jednotlivci a skupinami seniorů z Domova ve Velvarech a dalších zařízení Středočeského kraje. Soutěž se koná již třetím rokem a mezi seniory je velice oblíbená.","neschváleno RK","56000","50000","","89.28571429","","",""
"Sportovní aktivity","2016","FHT/PHT/029916/2016","Běhej lesy Karlštejn","Běhej lesy 2016 je unikátní běžecký seriál se závodem na území Středočeského kraje, který se budou konat 18. června 2016 pod názvem Běhej lesy Karlštejn se startem v obci Mořina,  kde očekáváme 1 500 závodníků a 1 800 osob jako doprovod., V loňském roce se uskutečnil první ročník seriálu, který přilákal téměř 3 500 běžců všech věkových kategorií. Jedná se o jedinečnou sportovní akci, která je určena pro širokou veřejnost nejen z řad obyvatel Středočeského kraje. Závody seriálu Běhej lesy vynikají především svými tratěmi, které vedou z 80 % po měkkém povrchu a láká běžce na výjimečná kulturní a přírodní místa., Běžecký závod Běhej lesy Karlštejn je unikátní díky své trase, která účastníky dovede na atraktivní lokality - lom Velká Amerika a hrad Karlštejn. Trasa má minimální dopad na běžný chod dotčených obcí či lokalit a akce nabízí také další rozměr - běžci mohou obdivovat krásy přírody a nádherné a významné památky.","neschváleno RK","1019830","200000","","19.61111166","","",""
"Kulturní aktivity","2016","FHT/PHT/029903/2016","Noc na Karlštejně znovu na Karlštejně","Legendární představení Noc na Karlštejně se po 45 letech vrátí na hrad Karlštejn u příležitosti 700 let narození Karla IV. Jde o limitovanou sérii 12 představení na nádvoří hradu., Uvádění je pořádáno ve spolupráci s hradem Karlštejn a jde o profesionální produkci s obsazením známých herců a zpěváků. Inscenace pod širým nebem připomene jak legendární film, tak skladby Karla Svobody. Jubileum císaře Karla IV. je tak mimořádnou a ojedinělou příležitostí, jak právě na Karlštejně osobnost naší historie důstojně připomenout pro širokou veřejnost., , REALIZACE, Naše společnost má dlouholeté zkušenosti s pořádáním benefičních a kulturních akcí v celé ČR a zejména na hradě Karlštejn, kde jsme organizovali divadelní i koncertní představení. Incenaci Noc na Karlštejně zde uvedeme v pátek a v sobotu večer, hrad Karlštejn pro tento účel poskytl 12 termínů. Správa hradu Karlštejn nám poskytuje potřebné technické zázemí, jeviště a židle. Ozvučení a osvětlení najímáme na každé představení zvlášť, neboť hrad Karlštejn takovým zařízením nedisponuje. Stejně tak musíme doplnit židle do hlediště, jehož kapacita je 400 míst, hrad ovšem má k dispozici jen 250 sedadel. O chod představení se bude starat 5 členný tým - producent, produkční, kostýmerka, maskérka a technický pracovník. Celý tým tvoří 27 lidí - včetně umělců, režiséra, kulisáků a zvukaře. , Pro představení najmeme dobové kostýmy z fundusu Barrandov, což je relativně nákladná položka (1 kostým stojí 1.500Kč na den), ale chceme, aby inscenace měla historický charakter a diváci nebyli nijak ošizeni. , Představení se uskuteční za každého počasí, pro obecenstvo máme připraveny pláštěnky. V případě bouřky posuneme začátek představení anebo jej můžeme se souhlasem hradu přesunout do Rytířského sálu., Pokud jde o autorská práva, máme je zajištěny jak od organizace DILIA, tak od společnosti ProVox, která spravuje dílo Karla Svobody a Jiřího Štaidla., Do hlavních rolí jsme získali přední umělce, některé dokonce oceněné Cenou Thálie - Moniku Absolonovou, Pavla Vítka, Reginu Rázlovou, Pavla Zedníčka, Jana Kříže, Jana Maxiána a další. , , MARKETING, 12 představení znamená cca 5.000 diváků, které chceme oslovit prostřednictvím široké publicity v celostátním i regionálním tisku, venkovní reklamou a radiovými spoty. Přestože některé plochy získáme v rámci mediálního partnerství, náklady na tisk a grafiku jsou další vysokou položkou rozpočtu. Prostředky z případné dotace chceme použít právě na zajištění reklamy představení, které přispívá ke zviditelnění Středočeského kraje i městyse Karlštejn. Pro komunikaci použijeme v rámci marketingového mixu také sociální sítě a internetové servery se zaměřením na kulturu a volnočasové aktivity včetně cestování., , DISTRIBUCE VSTUPENEK, Vstupenky v cenách 390Kč a 470Kč budeme prodávat v síti TicketArt a v pokladně hradu Karlštejn., , SPOLUPRÁCE S OBCÍ, Naše představení nepochybně oživí cestovní ruch v obci Karlštejn a přiměje návštěvníky k delšímu setrvání než je jen prohlídka hradu. Prostřednictvím webové a facebookové stránky upozorníme na možnosti ubytování, stravování i na další aktivity včetně výletů v rámci Českého krasu. Se starostou obce jsme v pravidelném kontaktu a organizujeme představení tak, aby nijak nenarušilo běžný chod městyse Karlštejn, představení skončí před 22:00 hodinou.","neschváleno RK","1000000","100000","","10","","",""
"Kulturní aktivity","2016","FHT/PHT/029908/2016","Klaudián","Publikace  o autoru první mapy Čech a první mapy Moravy. Leden - červen 2016, vznik tvůrčího týmu, tvorba textu, shromáždění obrazového materiálu, povolení a souhlas autorů či majitelů obrazového materiálu. Červenec - srpen, obsahové a jazykové  korektury, příprava pro tisk, související jednání , propagace. budoucí publikace, září - říjen , tisk publikace , křest, představení veřejnosti 28.10.2016","neschváleno RK","320000","120000","","37.5","","",""
"Sportovní aktivity","2016","FHT/PHT/029960/2016","Běhej lesy Brdy","Běhej lesy 2016 je unikátní běžecký seriál se závodem na území Středočeského kraje, který se budou konat 23. července 2016 pod názvem Běhej lesy Brdy se startem v okolí bývalého Vojenského újezdu Brdy, kde očekáváme 1 000 závodníků a 1 200 osob jako doprovod., V loňském roce se uskutečnil první ročník seriálu, který přilákal téměř 3 500 běžců všech věkových kategorií. Jedná se o jedinečnou sportovní akci, která je určena pro širokou veřejnost nejen z řad obyvatel Středočeského kraje. Závody seriálu Běhej lesy vynikají především svými tratěmi, které vedou z 80 % po měkkém povrchu a láká běžce na výjimečná kulturní a přírodní místa., Běžecký závod Běhej lesy Brdy je unikátní díky své trase, která účastníky provede nedávno veřejnosti otevřeným Vojenským újezdem Brdy a ukáže krásy Padrťských rybníků. Trasa má minimální dopad na běžný chod dotčených lokalit a akce nabízí také další rozměr - běžci mohou obdivovat krásy přírody.","neschváleno RK","802960","200000","","24.90784099","","",""
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2016","FHT/PHT/030603/2016","vybavení kulturní místnosti v budově OÚ Velenka","V letošním roce z rozpočtu obce financujeme kompletní rekonstrukci budovy OÚ kombinovanou s opatřeními pro sanaci vlhkého zdiva a snížení energetické náročnosti budovy (zateplení obálky budovy, stropu, nová okna a dveře, kompletní rozvody ústředního topení a teplené čerpadlo). , V obci se jedná o jediný veřejný prostor, který slouží našim občanům pro společenské, kulturní i sportovní akce. Rekonstrukce spočívá v provedení přístavby stávající společenské místnosti v 1.NP, při níž se původní sál o velikosti 46m2 zvětší o dalších 38m2. Ve 2. NP vznikne z nevyužitého půdního prostoru sklad, spisovna a šatna., Po rekonstrukci, která by měla být dokončena v prosinci letošního roku, jsme plánovali zakoupit do sálu také nové vybavení. Protože jsme však neuspěli se žádostí o dotaci na zateplení z OPŽP a musíme vše financovat z vlastních zdrojů, nákup nového vybavení bychom museli odložit., Stoly a židle, které v tuto chvíli vlastníme, byly dokupované průběžně. Jsou různého typu i stáří, často opravované a v nových prostorách rozhodně nebudou působit reprezentativně., Pokud by se nám podařilo získat prostředky z Fondu hejtmana, mohli bychom sál vybavit novým nábytkem již pro tuto sezonu. Z prostředků bychom dále zakoupili stojanové a nástěnné věšáky, které zde dosud chyběly a v kuchyňce, která jse součástí sálu, bychom vyměnili dosluhující ledničku., Nově upravené prostory OÚ budou sloužit nejen akcím pořádaných obecním úřadem, jako jsou schůze, vítání občánků a svatební obřady. V obci máme velmi aktivní spolek mladých hasičů, SDH, Myslivecký spolek, Spolek občanů a přátel Velenky a ti všichni využívají prostory OÚ pro své kulturní a sportovní vyžití., ","neschváleno RK","173300","143300","","82.68897865","","",""
"Kulturní aktivity","2016","FHT/PHT/030422/2016","Kulturní podzim ve Zdicích","Projekt je připraven zejména pro děti s rodiči. Obsahuje následující akce - Loučíme se s prázdninami, Rozsviťte podzim, Setkání u vánočního stromu a vánoční koncert -, které se této cílové skupině věnují v druhé polovině roku 2016. ","neschváleno RK","53000","50000","","94.33962264","","",""
"Kulturní aktivity","2016","FHT/PHT/029925/2016","Festival Lovecké hudby a myslivosti","celostátní přehlídka souborů a sólistů mysliveckých trubačů ve 4 kategoriích, jejíž součástí bude veřejná oslava myslivosti a jejích tradic. Podrobná anotace viz písemná žádost.","neschváleno RK","350000","200000","","57.14285714","","",""
"Rekonstrukce v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2016","FHT/PHT/029973/2016","Rekonstrukce požární zbrojnice","Jedná se o zabudování garážových pojezdových vrat pro hasičskou zbrojnici družstva v Jakubě a rekonstrukce stropu v této zbrojnici pro uložení výzbroje a výstroje.","neschváleno RK","216425","180000","","83.16968927","","",""
"Sportovní aktivity","2016","FHT/PHT/029986/2016","Bike Prague 2016","Bike Prague 2016 je 5. ročník jednoho z největších závodů horských kol nejen pro amatéry, ale i pro špičkové české i zahraniční cyklisty. Závod je součástí mezinárodního seriálu Inter Mountain Series.  Start a cíl závodu se nachází v Nových Butovicích na Praze 5 a trasy vedou po cyklostezkách Prahy a Středočeského kraje do CHKO Český kras. Součástí Bike Prague jsou závody na 65 km a 35 km, týmové soutěže, doprovodný program a dětské závody (děti od 4 do 14 let).","neschváleno RK","1955000","80000","","4.09207161","","",""
"Sportovní aktivity","2016","FHT/PHT/030001/2016","Podpora výkonnostního dětského tenisu","Projekt je zaměřen na podporu výkonnostního dětského tenisu ve Zdicích. Probíhá celosezónně (květen-září 2016). Zacílen je na věkové kategorie 5-12 let. Výkonnostní úroveň - krajská a národní. Zahrnuje materiální podporu a podporu reprezentace kraje (akce: Finále Středočeského kraje družstev kategorie ""babytenis"" a pořádání 4 celorepublikových turnajů jednotlivců).","neschváleno RK","140000","50000","","35.71428571","","",""
"Vzdělávání","2016","FHT/PHT/030003/2016","Letní dětský tábor mladých detektivů","Dovolujeme si Vás touto cestou oslovit jménem obvodního oddělení Policie České republiky v Bělé pod Bezdězem a informovat Vás o připravované akci pro děti. Jedná se Letní dětský tábor Mladých detektivů, který se uskuteční v termínu od 06. srpna do 13. srpna 2016 v areálu tábora Lites u obce Borovice, okres Mladá Boleslav. Jedná se o sedmidenní dětský tábor zaměřený na sportovní aktivity, první pomoc, sebeobranu a další činnosti, kterými se zabývá policie a další složky Integrovaného záchranného systému. Tábor je určen pro děti ve věku od 7 do 15 let. Jako vedoucí zde budou působit policisté, zdravotničtí záchranáři, hasiči a učitelé. , Pro děti připravujeme celotýdenní detektivní hru, při které si budou moci vyzkoušet práci všech složek Integrovaného záchranného systému, např. práci kriminalistického technika pod jeho odborným dozorem, slaňování a lezení na umělé horolezecké stěně pod dohledem profesionálního hasiče – lezce, či potápění s dýchacím přístrojem v krytém bazénu za dohledu potápěčských záchranářů. Děti si budou moci vyzkoušet základy různých bojových umění, policejní sebeobrany, a střelbu na terč z airsoftových zbraní pod dohledem policejního instruktora, naučí se základy první pomoci za dohledu členů Českého červeného kříže a vyzkouší si práci hasičů pod jejich odborným dohledem. Dále dětem představíme výstroj a výzbroj složek Integrovaného záchranného systému a další zajímavé činnosti. Po celý týden budou děti hrát různé sportovní hry, plnit soutěže, a získávat různé ceny.  , ","neschváleno RK","246000","100000","","40.6504065","","",""
"Podpora činnosti","2016","FHT/PHT/030006/2016","Materiální vybavení na rekonstrukci kuželkářských drah","Založení Kuželkářského oddílu Tělovýchovné jednoty Lhotka se datuje již do roku 1983. TJ Lhotka působí v obci Lhotka v roli občanského sdružení, které společně s ostatními spolky v obci (SDH Lhotka, Rybáři Lhotka) a ve spolupráci s místním zastupitelstvem každoročně pořádá řadu kulturních a sportovních akcí (Vánoční koulení, Trampfotbal, Masopust, Lampionový průvod, atd.). TJ Lhotka zastřešuje členy, kteří se dobrovolně věnují sportům, pohybovým aktivitám, ale i a kulturní činnosti. Samotná obec Lhotka představuje malou obec, vzdálenou cca 10 km od obce Hořovice (okres Beroun), nacházející se na úpatí vrchu Plešivec. K 31. 12. 2014 bylo v obci 330 trvale hlášených osob. Přestože se jedná o malou obec, tak je již dlouhodobě v obci udržována vynikající spolupráce, jak se zmiňovanými spolky v obci, tak se samotným zastupitelstvem obce Lhotka. Kuželkářský oddíl TJ Lhotka hrál do roku 2003 všechny své zápasy na kuželně v Lochovicích, která je v současnosti již několik let nefunkční. V roce 2004 se podařilo oddílu postavit svépomocí kuželnu vlastní. V současné době má oddíl dvě družstva. Družstvo ""A týmu"" v minulém roce úspěšně postoupilo do vyšší soutěže - Krajský přebor I., přičemž ""B tým"" je účastníkem Krajského přeboru II. Oddíl má 30 členů z toho 15 registrovaných hráčů. Ačkoliv stavba kuželny je zánovní, vinou nedostatku peněz se oddíl potýká s problémy týkající se zastaralého technického vybavení a především kuželkářské dráhy jsou ve stavu, který vyžaduje bezodkladnou rekonstrukci. Tento netradiční sport získává stále větší oblibu mezi veřejností (jak u dospělých, tak především u mládeže), o čemž svědčí stále větší obsazenost a vytíženost kuželny. Bohužel pro častou poruchovost a horšící se stav povrchu drah je její kapacita značně omezena, a tak zájem není uspokojen. Tato kuželna je v současné době jediná na okrese Beroun a jedna z nemnoha ve Středočeském kraji. Modernizace vybavení kuželny je s ohledem na omezené finanční prostředky TJ Lhotka značně problematická. Činnost Kuželkářského oddílu TJ Lhotka vytváří pro širokou veřejnost jednu z efektivních variant, jak mohou místní (ale nejen oni) trávit svůj volný čas a která výrazně přispívá k obohacení života občanů Středočeského kraje. Poskytnutá finanční podpora by byla využita na nákup materiálního vybavení pro úpravu kuželkářských drah, které vyžadují specifické vlastnosti (povrch musí být vodorovný, rovinný, hladký a stabilní, takže při vstupu a odhodu koule hráčem se povrch drah nesmí prohýbat nebo chvět; barevné provedení není předepsáno, přesto se použití křiklavých barev nedoporučuje; sladění barev by se měla věnovat pozornost, kuželna musí mít dráhy s jednotným barevným provedením povrchu, povrch drah nesmí oslňovat, základy nebo podloží musí být vodorovné, atd.). ","neschváleno RK","50000","40000","","80","","",""
