"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/032703/2017","Pivní festival","Dne 3.6.2017 bude probhat na mělnickém náměstí Míru 1.ročník Pivního festivalu za podpory města Mělníka., , Záměrem této akce je oživit město Mělník, vytvořit tradici Pivního festivalu vycházející z historie, podpoření turismu a propagace města. Osvěta a vzdělání široké veřejnosti. Podpora minipivovarů., , Mělník zná každý jako město vína, ale Mělník má také tradici v pěstování chmele. V roce 1407 dal král Václav IV. městu Mělník právo várečné. V Mělníku existovaly dva pivovary. V současné době se v podobě minipivovarů vrací tradice místní výroby piva. Vzhledem k letošnímu 610. výročí od první zmínky o zdejší výrobě piva, zde hodláme uskutečnit, na náměstí Míru, Pivní festival na kterém budou zastoupeny malé pivovary z blízkého okolí.  Je to i záměr dát vzniknout tradici jenž přispěje ke kulturnímu oživení historického středu města., Na této akci bude bohatý kulturně-hudební program pro širokou veřejnost. Vzhledem k umístění této akce do středu historického centra města ( kde již máme povolený zábor veřejného prostranství), nebudeme vybírat žádé vstupné. Chceme tuto akci zpřístupnit všem návštěvníkům v turistické sezóně., , Přínosem celé akce je kulturní oživení historického centra města Mělníka, poukázání na tradice a historii, osvěta široké veřejnosti v řemeslném zpracování, výroby a technologii piva., , Festival pořádáme jako nezisková organizace Světlonoška, z.s.. Hledáme sponzory na uspořádání této akce, protože spolek , bohužel, nedisponuje dostatkem finančních prostředků. , , Samotná propagace bude probíhat  v médiích, samozřejmostí jsou webové stránky: www.svetlonoska.cz a Facebookové stránky, plakáty, letáky a regionální noviny., , Prosíme paní hejtmanku Středočeského kraje Jaroslavu Pokornou Jermanovou o poskytnutí požadované dotace a slibujeme propagaci jako generálního partnera tohoto festivalu v co největší možné míře.","neschváleno RK","195000","97500","","50"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/032706/2017","Noc kostelů 2017","Noc kostelů je ekumenickou akcí, jež v červnu znovu otevře dveře sakrálních památek po celé ČR. Cílem akce je umožnit veřejnosti seznámení se s unikátním kulturním dědictvím a křesťanstvím. Jednotlivé programy v rámci akce jsou organizovány obyvateli obcí, dobrovolníky apod., což podporuje jejich seznámení, propojení, spolupráci atd. Jde o kulturní akci s duchovním přesahem, která je koordinována a zaštítěna Biskupstvím litoměřickým (v rámci litoměřické diecéze), ale účastní se jí mnoho různých farností a sborů i ze Středočeského kraje. Akce je velmi významnou událostí každého roku. V roce 2016 se do akce v litoměřické diecézi zapojilo 206 památek., ","neschváleno RK","170000","15000","","8.82352941"
"Činnosti nebo aktivity v oblasti sociální","2017","FHT/PHT/032735/2017","OPRAVA STŘECHY CHRÁNÉNÉHO BYDLENÍ VYHLÍDKA","V Chráněném bydlení Vyhlídka ve Slapech žije od roku 2008 celkem 7 klientů s mentálním postižením (občanů Středočeského kraje) ve zcela nezávislých bytových jednotkách. Tato sociální služba naplňuje veškeré trendy sociální politiky EU – směřuje k maximální míře samostatnosti a soběstačnosti klientů (všichni klienti pracují apod.) Veškeré plechové prvky střechy budovy však po 9 letech vykazují znaky značného opotřebení a pokročilé koroze a je nutné je opravit, odstranit staré nátěry a provést nové nátěry.   , , *******Více o Chráněném bydlení Slapy: Chráněné bydlení Slapy je jedním z pionýrů sociálních služeb komunitního typu v ČR. Celkem poskytuje službu 19 klientům s mentálním postižením ve dvou budovách a to již od roku 2001. Filosofií našich sociálních služeb je, že se nechceme o klienty postarat, ale postarat se o to, aby se o sebe v maximální možné míře postarali sami. Proto jsou naše služby komplexní – pobytové (v chráněném bydlení mají klienti celoroční domov), v sociálně terapeutické dílně absolvují edukační a praktické programy, které je vedou k socializaci i samostatnosti, a zároveň jim poskytujeme podporu v zaměstnávání nebo díky sociálně podnikatelské činnosti přímo vytváříme zaměstnanecká místa. Nejlepším důkazem funkčního systému služeb je případ několika klientů, kteří po absolvování několika let v Chráněném bydlení Fara (24 hod. asistence), se přestěhovali do samostatných bytů v Chráněném bydlení Vyhlídka (pouze 6 hod. denní asistence), nebo dalších klientů, kteří dnes žijí v samostatném bytě v rámci služby podporovaného bydlení, které již nemá daleko od zcela nezávislého života. Výše zmíněná budova Chráněného bydlení Vyhlídka byla vystavěna z příjmů z benefiční sbírky AKCE CIHLA, jejímž jsme zakladatelem a celostátním koordinátorem, a z dotací EU. Fond pomoci Siemens v roce 2009 přispíval menší částkou k dílčí rekonstrukci na této budově -  byla zasklena otevřená lodžie. Od vystavění budovy (9 let) však vykazují veškeré plechové prvky střechy (přes pravidelnou údržbu) znaky značného opotřebení a je nutné je opravit - především odborně odstranit staré nátěry, ošetřit místa napadená korozí a udělat nové nátěry. Portus Praha, z.ú. je přes veškerou vlastní aktivitu (dotace hradí pouze 34% nákladů na naše sociální služby) ze strany státních dotací zásadním způsobem podfinancován – každoročně v rozpočtu chybí cca 1,2 mil. Kč – a proto na údržbu budov nezbývají prostředky. Proto se také obracíme na Fond hejtmana SčK. ","neschváleno RK","38842","34000","","87.53411256"
"Činnosti nebo aktivity v oblasti životního prostředí ","2017","FHT/PHT/032718/2017","dvoudenní rybářské závody pro mladé hasiče a děti z okolí","Dvoudenní rybářské závody po děti a mladé hasiče a dospělé, úklid okolí vodní nádrže a potoka, seznámení jak se starat o ryby, a jejich péče při lovu, vyhodnocení - ceny, celodenní strava, pitný režim,  PHM - doprava, ","neschváleno RK","15200","14000","","92.10526316"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/032852/2017","Letní fagotová akademie 2017","Letní fagotová akademie 2017 (LFA) je jubilejní pátý ročník mezinárodního projektu pro dvouplátkové nástroje, který má tři jednotlivé části:, 1)	8. – 15. 7. 2017	Letní fagotová akademie – kurz hoboje a fagotu a příbuzných nástrojů	Rataje nad Sázavou, 2)	9. 7. 2017	Soutěžní přehlídka ve hře na hoboj a fagot – interpretační soutěž pro hráče na dvouplátkové nástroje	Rataje nad Sázavou, 3)	9., 13., 15. 7. 2017	Cyklus koncertů Letní fagotová akademie	Rataje nad Sázavou, Sázava, , Záštitu nad projektem Letní fagotová akademie převzal generální ředitel České filharmonie MgA. David Mareček, PhD., patronem projektu je světově uznávaný dirigent Jiří Bělohlávek. , Oproti jiným ročníkům, kdy byli k projektu přizváváni i zahraniční lektoři, se chce LFA 2017 zaměřit především na české interpretační umění a soustředit se na provádění děl především českých autorů. Z toho důvodu vznikl záměr iniciovat zkomponování nových skladeb českými autory pro letošní ročník Soutěžní přehlídky ve hře na hoboj a fagot., , 1)	Kurz Letní fagotová akademie, Letní fagotová akademie je vysoce kvalitní, jedinečný a velmi inovativní interpretační kurz hoboje, anglického rohu, fagotu a kontrafagotu, který tvoří nejen individuální výuka, ale navíc i přednášky, semináře, hodiny komorní hry, hodiny orchestrálních partů, hodiny korepetice a další bohatý doprovodný program (viz níže), vše pod vedením nejlepších českých specialistů v oboru., , Lektoři LFA 2017:  	, Hoboj	Mgr. Jana Brožková	Sólohobojistka České filharmonie, pedagog HAMU, členka Afflatus kvintet, 	MgA. Vladislav Borovka	Hobojista České filharmonie, pedagog Pražské konzervatoře, 	Mgr. Jiří Zelba	Hobojista České filharmonie – na LFA přítomen jako vedoucí seminářů výroby strojků, , Fagot	Mgr. Ondřej Roskovec	Sólofagotista České filharmonie, pedagog Pražské konzervatoře, člen Afflatus kvintet, 	MgA. Tomáš Františ	Fagotista České filharmonie a sólofagotista Pražské komorní filharmonie, pedagog Pražské konzervatoře, 	MgA. Martin Petrák	Fagotista České filharmonie, pedagog HF Ostravské univerzity v Ostravě, dirigent, , Projekt nabízí intenzivní umělecký a interpretační rozvoj českým i zahraničním studentům v oboru hoboj a fagot od žáků ZUŠ až po žáky vysokých uměleckých škol. Projekt je koncipován i k zapojení a dalšímu vzdělávání učitelů ZUŠ a jiným zájemcům o další vzdělání v oboru. Speciální novinkou je zařazení programu „Začni právě teď“, který nabízí přijmout až dva účastníky, kteří na hoboj nebo fagot nikdy dříve nehráli a rádi by se na něj naučili hrát. Spojení našich lektorů - fagotistů a hobojistů - na Letní fagotové akademii v Ratajích nad Sázavou nabízí zájemcům čerpat z umění nejlepších představitelů české hobojové a fagotové scény. Počet otevřených míst pro LFA 2017 je v oboru hoboj 10-12, v oboru fagot 15-18., , Konkrétní přínos pro cílovou skupinu, -	Individuální rozvoj ve hře na nástroj, -	Rozvoj hudební fantazie a paměti, -	Zdokonalení vlastní práce s dechem pomocí nových technik a dechových cvičení, -	Rozvoj hudební interpretace odlišných stylových období – poučená interpretace barokní hudby, nové interpretační techniky soudobé hudby, -	Získání či zlepšení dovednosti výroby vlastních fagotových či hobojových strojků, -	Získání praxe v komorní hudbě, -	Prohloubení zkušeností s veřejným sólovým i komorním vystupováním, -	Možnost naučit se hrát na nástroje příbuzné – anglický roh/kontrafagot, -	Seznámení se s audio a videozáznamy světových interpretů, -	Mladým hráčům nabízí bližší proniknutí do světa profesionální hudby, -	Učitelé hudby ZUŠ mají možnost seznámit se s novými metodami a výukovými postupy zaměřenými na současné trendy ve výuce hry na hoboj/fagot, -	Vzájemná spolupráce s dalšími hráči na fagot/hoboj a zároveň navázání nových kontaktů v rámci oboru i širší hudební scény, -	Rozšíření svého repertoáru a rozšíření povědomí o možnostech repertoáru pro svůj obor, , 2)	Soutěžní přehlídka ve hře na hoboj a fagot, Projekt Soutěžní přehlídka ve hře na hoboj a fagot se koná na začátku LFA v neděli 9. 7. 2017 na zámku v Ratajích nad Sázavou. Letos je novinkou povinná skladba v soutěžním repertoáru pro všechny soutěžící (hoboj i fagot), která byla zkomponovaná českými autory v roce 2016/2017 přímo pro účely této soutěže. , Povinné sklady do Soutěžní přehlídky ve hře na hoboj a fagot jsou:, , REPERTOÁR HOBOJ: , 1. kategorie: V. Kalabis - Suita (části Dudák přišel a Toužebná), 2. kategorie: J. Churáček - Variace (skladba pro LFA 2017), 3. kategorie: A. Pavlorek - Sonatinka, REPERTOÁR FAGOT:, 1. kategorie: I. Kurz - Svazeček javoru, 2. kategorie: M. Hybler - BuBli BuBliFuk (skladba pro LFA 2017), 3. kategoie: M. Buzzi - Be a Tape (skladba pro LFA 2017) , , Smyslem zavedení nových soudobých českých skladeb je přímá podpora české soudobé hudby., , Podstata projektu Soutěžní přehlídka ve hře na hoboj a fagot:, -	V ČR existuje minimum soutěží pro tyto nástroje, studentům tak LFA dává další dílčí cíl v dlouhodobé přípravě na povolání profesionálního umělce., -	Kurzisté přijedou na kurz LFA rozehraní a v plné kondici, navzdory tomu, že se projekt koná o prázdninách., -	Soutěž přitáhne pozornost více potencionálních osob z cílové skupiny, -	Soutěž uvádí nové skladby českých soudobých autorů a podporuje interpretaci české soudobé hudby, , Porota:, -	David Mareček – předseda poroty, generální ředitel ČF, -	Irena Herajnová, -	Ondřej Roskovec, -	Tomáš Františ, -	Martin Petrák, -	Vladislav Borovka, , 3)	Cyklus koncertů LFA, Zázemí LFA v historických budovách poskytuje nejen výborné prostory pro výuku, nýbrž také prostory vhodné k pořádání koncertů, neboť disponují naprosto jedinečnou akustikou. V rámci projektu připravujeme opět čtyři koncerty na úrovni profesionální klasické hudby., Letos se v rámci kurzů uskuteční následující koncerty:, , 8. 7. 2017	Zahajovací koncert LFA	Rytířský sál zámku v Ratajích n. S., zároveň koncert vítězů soutěže	, V. Borovka, O. Roskovec, M. Petrák, T. Františ, taktéž vystoupí laureráti Soutěžní přehlídky LFA, host: fagotové kvarteto Dudlajdá fagotiky, , 13. 7. 2017	Koncert komorní hudby	Klášter sv. Prokopa v Sázavě, ve spolupráci s NPÚ	, Komorní soubory LFA, 15. 7. 2017	Závěrečný koncert LFA	Rytířský sál zámku v Ratajích n. S., Na závěr společný přednes skladby Martina Petráka – Ratajská suita, hrají účastníci akademie s nastudovanými sólovými skladbami, klavír S. Gallin, cembalo O. Dlabačová, , Koncerty mívají tradičně velikou návštěvnost a sklízejí veliký ohlas u nadšeného publika. Letos se chceme na těchto koncertech zaměřit především na intepretaci skladeb českých autorů, jako byli či jsou například A. Reichenauer, J. Zach, F. David, J. N. Hummel, L. Sluka, J. Pauer, F. X. Thuri, I. Kurz, J. Teml, V. Zouhar, E. Zámečník, E. Douša, B. Řehoř, M. Petrák a další. , , Časový harmonogram celého projektu:, 1. 1. – 7. 7. 2017	Přípravná fáze – obecná příprava projektu, jednání o programu, příprava smluv, propagace, zajištění personálu atp., 8. 7. – 15. 7. 2017	Kurz Letní fagotová akademie, , 9. 7. 2017	Soutěžní přehlídka ve hře na hoboj a fagot, , 16. 7. – 30. 9. 2017	Postrealizační fáze – úklid prostor po skončení projektu, navrácení vše do původní podoby, finanční uzávěrka projektu, vyúčtování projektu., , Organizace projektu a personální zajištění projektu:, Kurzy jsou organizovány v městysi Rataje nad Sázavou z důvodu, že zde sídlí a vede kulturní činnost Český spolek dvouplátkových nástrojů, který zde má vybudované již tradiční zázemí pro organizaci tohoto projektu. Místopředseda spolku Tomáš Františ se spolu s předsedkyní spolku Kateřinou Kmínkovou zavazuje dramaturgicky i celkově projekt připravit a zrealizovat. , Český spolek dvouplátkových nástrojů uzavírá po dobu projektu dohody o provedení práce s brigádníky, kteří pomáhají zajistit celý průběh akce, připravují prostory před akcemi a následně vše uvádí do původního stavu., , Místo projektu:, Projekt se odehrává v historickém městysi Rataje nad Sázavou, které se nachází na středním toku řeky Sázavy v okresu Kutná Hora. , Výuka probíhá ve velmi inspirativním prostředí barokně-renesančního zámku a na středověkém hradě Pirkštejně v Ratajích nad Sázavou., , Finanční náklady projektu:, Celkové očekávané náklady na uskutečnění projektu jsou 480 900Kč. Finanční kalkulace s náklady a příjmy projektu je přiložena. Organizátor zajistil vícezdrojové financování projektu. Projekt vykazuje příjmy z realizace projektu., , Případná rizika vedoucí k redukci zamýšleného projektu a opatření vedoucí k jejich eliminaci:, Nízký počet zájemců - Důkladná propagace v Čechách i v zahraničí, Nemoc lektorů	- Zajištění více lektorů, kteří by mohli práci za sebe převzít, Dlouhodobá nemoc projektového manažera - S projektem se seznámí další osoba v takové míře, aby zajistila plnohodnotnou realizaci projektu., Neposkytnutí dotací či sponzorských darů - Zajištění vícezdrojového financování, Živelné katastrofy, 	, Závěr:, Kurzy nabízí v ČR jedinečnou možnost vzdělání v oboru fagot a hoboj, jenž je daná bezkonkurenční sestavou lektorů, nejlepších českých specialistů v oborech, na který se projekt zaměřuje. Výuka na kurzu je navíc stavěna inovativní formou výuky hudby podle stylu západoevropských států, jenž je pro všechny účastníky obohacující o mnoho nových podnětů nejen ve hře na nástroj, ale i o moderní přístup k hudbě a propojení hudby, těla a mysli v jeden celek., ","neschváleno RK","480900","120000","","24.95321273"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/032727/2017","Osovský svatojánský akord","Kulturní a okrašlovací spolek v Osově, který vznikl začátkem roku 2016 se snaží navázat na, tradici podobných spolků konce 19. a začátku 20. století a stát se iniciátorem a garantem většiny, kulturních akcí v obci. Kromě kulturních akcí se spolek KOS ve spolupráci s obecním úřadem, podílí i na zkrášlování obce a společně se sportovním klubem a sborem dobrovolných hasičů i na organizování sportovních akcí., V roce 2016 obnovil po pěti letech tradici masopustních průvodů a převzal velkou část, organizace březnových oslav tzv Dne osovských žen. Velká část členů spolku hraje ochotnické, divadlo a má za sebou řadu představení jak pro dospělé tak pro děti.,    Již před založením spolku jeho současní členové organizovali tradiční tříkrálovou sbírku, dětské, soutěže spojené s tzv. Pálením čarodějnic na konci dubna, podzimní soutěže v pouštění draků a, mikulášskou nadílku. Dlouhodobou tradici má v Osově předvánoční zpívání v kostele nebo také, zpívání u stromečku.,    Všechny akce sledují hlavní cíl, kterým je spolupráce a zlepšování sousedských vztahů, což sice, může znít jako otřepaná fráze, ale v dnešní době bezduché konzumní televizní zábavy, by mělo, stát na prvním místě činnosti všech společenských organizací.Kulturní a okrašlovací spolek KOS se snaží vyvíjet svoji činnost i ve směru zvýšení fyzické zdatnosti obyvatel. Ve spolupráci s oragnizacemi a obcemi v okolí se v roce 2016 uskutečnila akce s názvem Osovská regata aneb stavba a plavba netradičních plavidel na osoveckém koupališti, která měla velký mediální ohlas., Velký význam přikládá spolek také připravovaným tzv. Podbrdskému čtyřlístku pochodových, stezek. Jedná se o návrh pěších tras po zajímavých místech Krajinné památkové zóny Osovsko., Cílem návrhu je nejen přilákat do oblasti více návštěvníků, ale seznámit i zdejší mladé a starší, obyvatele se zajímavostmi jejich obcí a okolí a druhotně je také motivovat k pohybu a zlepšit tak, fyzickou úroveň obyvatel.,     Nově se v kalendáři akcí objeví Osovský svatojánský akord. Jedná se o akci na zahradě bývalé školy v Osově, kterou obec v letošním roce zakoupila, vedle krásně opraveného kostela, kde vystoupí sobory ze Základních uměleckých škol v Hořovicích ( Horbend) a v Jincích. Dále bude prostor pro děti ze základní školy Osov, na závěr první části vystoupí skupina Uvidíme. Odpoledne následuje táborák na oslavu blížícího se konce školního roku, večer vystoupí skupina Braboux. V areálu bude umístěna mobilní výstava na téma „Osovsko – z historie do součastnosti“,    Hlavním cílem je propagace hudebního vzdělávání dětí v ZUŠ a zapojení dětí a rodičů do hudebního vzdělávání. Obec Osov uvažuje o zřízení hudebního oboru v budově bývalé školy. Rádi bychom z Osova a vytvořili kulturní centrum, kde hudba znamená víc, než diskotéky a vesnické zábavy, aby Osovsko znamenalo skutečnou kulturu hodnou Památkové zóny Osovsko a aby vedle Osovského kostela vyrůstala generace hudebníků, která jednou může vystupovat i uvnitř svatostánku.,     Rozpočet na akci je koncipován dle jednotlivých realizačních aktivit:,  1) náklady na uměleckou produkci,  2) náklady na výstavbu podia,  4) náklady na ceny pro učinkující děti,  5) náklady na výrobu památečních triček pro všechny učinkující,  6) náklady na výstavu  Osovsko – z historie do součastnosti, , Publicita s informací o podpoře a logem Středočeského kraje bude viditelně umístěna na pódiu a tištěných materiálech., ","neschváleno RK","60148","45111","","75"
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2017","FHT/PHT/032729/2017","Zahrada Domečku je plná dětí","U budovy Městského domu děti a mládeže máme pěknou zahradu, kterou jsme vybavili různými sportovními prvky (trampolíny, koš na košíkovou, stoly na stolní tenis), houpačkou, pískovištěm, ohništěm. V poslední době je zahrada velice využívána nejen místními mateřskými školamy, ale i Speciální základní školou ve Vlašimi a ve velkém počtu je po celé odpoledne zahrada využívána batolaty a maličkými dětmi, pro které nám chybí další vybavení. Potřebovali bychom dokoupit zábavné dětské domečky, a proto se obracíme na paní hejtmanku o příspěvek na nákup těchto domečků. Náš MěDDM nabízí širokou škálu vyžití dětí nejen v kroužcích. Nyní jsme se soustředili na poskytování služeb nezapsaným dětem, které doprovází rodiče a prarodiče, vyžijí se ve vestibulu s různými hrami a na zmíněné zahradě. Děti si zvyknou na Domeček docházet a pak se ve vyšším věku zapojí do nami nabízených 116 zájmových útvarů, které jsou pro rozvoj dětských osobností velice prospěšné.","neschváleno RK","30000","20000","","66.66666667"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/032740/2017","Cena města Příbrami","Soutěž nod názvem Cena města Příbrami je připravena jako mezinárodní soutěž sportovních tanečních párů z celé České republiky s páry partnerských, hornických měst Příbrami z Německa, Polska, Slovenska, Holanska a Maďarska. Soutěž se uskuteční ve věkových kategoriích děti ve věku 6 až 10 let, junioři1 - 10 až 12 let a junioři2 - 12 až 14 let ","neschváleno RK","50000","20000","","40"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/032850/2017","Podzim na malé scéně - IV. ročník divadelní přehlídky malých scén","Letošní ročník uvede 5 divadelních představení - čtyři pro dospělé a jednu pohádku pro děti. Každý ročník přehlídky je věnován divadlu, či divadelní osobnosti. Letos bude přehlídka uspořádaná k poctě výrazné herečky Hany Maciuchové, která vystoupí ve třech divadelních představeních: Žena z Korinta, Ještěrka na slunci a Žena Vlčí mák. Přehlídka bude doplněna o vlastní představení Číňani, pro děti sehraje pohádku Neposlušná kůzlátka soubor Buchty a loutky. Všechny inscenace jsou určeny pro komorní prostředí.   ","neschváleno RK","165000","70000","","42.42424242"
"Rekonstrukce majetku v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2017","FHT/PHT/032752/2017","Aby na nás nepršelo 2017","SKOP vznikla 1. 1. 2003. V roce 2014 je zapojeno do činnosti SKOP 31 pionýrských skupin a 1 pionýrské centrum. Pracuje zde 65 pionýrských oddílů a 64 pionýrských volnočasových klubů. Členská základna, na kterou organizace působí je cca 1700 registrovaných členů a cca 10000 dalších neregistrovaných osob - dětí a mládeže, kteří se zúčastňují našich akcí. V roce 2003 zpracovala SKOP v rámci organizace Pionýr projekt, na základě vyhlášené soutěže - o získání majetku Fondu dětí a mládeže v likvidaci, na užívání turistické základny Čimelice, který prošel a objekt byl rozhodnutím Poslanecké sněmovny z r. 2003 předán organizaci Pionýr. K fyzickému předání objektu a podepsání smlouvy mezi FDaM v likvidaci a organizací Pionýr došlo následně v roce 2004. Objekty byly předány bez základního vybavení, nebo s vybavením, které neumožňovalo další řádné užívání objektů. Od 1. 5. 2004 zahájila SKOP realizaci projektu. Úsilím a dobrovolnou prací vedoucích SKOP a zápůjčkami základního vybavení a financí od jednotlivých PS v kraji, došlo za dva měsíce k tak velkému posunu prací, že mohly být v roce 2004 realizovány již první letní tábory a oddílové víkendové akce. Těchto táborů a akcí se vcelku zúčastnilo cca 300 dětí a vedoucích. Od roku 2005 se každoročně na táborové základně vystřídá na akcích více než 500 dětí ze Středočeského kraje. Spolu s postupnou renovací vnitřku objektů a postupující renovaci rozvodů, je nutné zahájit opravu střech a výměnu stávající střešní azbestové krytiny. K jejímu poškození došlo při silných poryvech větru, které přešly nad základnou. Následně došlo k posunutí krytiny a při několika ulomení větví z okolních stromů došlo k popraskání stávajících azbestových šablon. Při kontrole provozu tábora ze strany pracovnice hygienické stanice Jihočeského kraje – pobočky Písek, byla vznesena připomínka k tomu, že tato azbestová krytina není pro táborové prostory vhodná a je nutné jí nahradit krytinami bez azbestu. Vzhledem k tomu, že povrch azbestové střešní krytiny již i prorostl mechem, jsou všechny střechy ve stavu, že již nejdou ani vyspravit a musí se vždy vyřešit kompletní výměna krytiny. Náš záměr na rekonstrukci základny je rozpracován v časovém harmonogramu projektu obnovy. Investice do opravy střech je však mimořádná a vzhledem k její naléhavosti s ohledem na udržení provozuschopnosti a kvality objektů i nutná. Současně ponechání stávající azbestové krytiny by mohlo vést ke zhoršení podmínek užívání objektů. V roce 2011 při deštivém počasí vznikl problém se zatékáním do objektů díky poškozeným střešním krytinám a tím byly poškozeny i vnitřní stropy. Některé ze střech se nám již povedlo vyměnit, ale po loňském létě máme havarijní stav na střeše jedné chaty. Poté co jsme zadali poptávku na opravu střechy - výměnu střešní krytiny na budově jídelny. Máme nejlevnější nabídku od firmy na částku 159.536,- Kč. V současné chvíli budeme v TZ muset ještě provést další udržovací stavební práce - opravy dalších podlah v celkové výši 30.000,- za materiál. Udržovací práce provádějí dobrovolníci v rámci brigád na zprovoznění základny. Celkové náklady na letošní údržbu tedy budou činit nejméně 189.536,- Kč. Bohužel se nám nepovedlo takovouto částku z provozu ušetřit. Žádáme Vás o dotaci z Fondu hejtmana ve výši 159.536,- Kč. Děkujeme, že myslíte na děti.","neschváleno RK","189536","159536","","84.17187236"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/032755/2017","Podpora činnosti spolku - Fotbalový oddíl Sparta Kutná Hora, z.s.","V oblasti fotbalové mládeže je pro úspěšnou činnost nutné především poskytnout mladým hráčům co nejkvalitnější sportovní podmínky, ve kterých mohou mladí hráči rozvíjet svůj potenciál. V tomto ohledu je nezbytně nutné poskytnout hráčům kvalitní materiální vybavení pro sportovní činnost (dresy, fotbalové míče, tréninkové pomůcky, vybavení lékarny pro případ úrazů) a dostatečně kvalifikované sportovní vedení (trenéři). Neméně důležité je zároveň poskytnout mladým hráčům osvětu v oblasti výživových nároků, které by měl mladý sportovec pro svůj zdravý vývoj dodržovat a příslušné vyživovací doplňky hráčům po a před tréninky a zápasy poskytnout (iontové nápoje apod.). V neposlední řadě je pak nutné vidět, že mladí hráči by se pro vytvoření soudržného sportovního kolektivu, měli scházet i mimo tréninky a zápasy na společných akcích se současným zapojením jejich rodičů a trenérů (bowling atd.). Se sportovní činností mládeže samozřejmě souvisí provozní náklady spočívající v nákladech na energie a údržbu stadionu. Všechny výše uvedené složky výchovy mládeže by měly být v klubu každoročně v průběhu sezóny zajišťovány., Cíle a přínosy projektu, cílové skupiny: Cílem výchovy mládeže v našem klubu je rozvíjet vztah mladých hráčů k fotbalu a sportu obecně. Jako hlavní přínos práce s mládeží vidíme skutečnost, že mladí hráči se učí v rámci fotbalu týmové spolupráci, odpovědnosti ke kolektivu a tráví svůj volný čas aktivní činností. Všechny uvedené přínosy se pozitivně projeví i v jejich případném budoucím rodinném či profesním životě. Cílovou skupinu tvoří hráči mládežnických týmů od minipřípravky do staršího dorostu., Výchozí situace: V současné chvíli v klubu působí 7 týmů mládeže, přičemž mládežnická základna činí 147 hráčů., Možná rizika realizace projektu: V klubu působí mládežnické výběry po celou dobu jeho existence. Daří se vychovávat mladé fotbalisty pro dospělý fotbal. Při každoroční náborové činnost dochází k doplnění mládežnických hráčů. Mládežnický fotbal v našem klubu tedy dlouhodobě funguje a nelze spatřovat jakákoli rizika v jeho podpoře. ","neschváleno RK","250000","200000","","80"
"Rekonstrukce majetku v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2017","FHT/PHT/032760/2017","Utěsnění hráze rybníka","Předmětem akce je utěsnění hráze rybníka v majetku MS, dodavatelským způsobem a postupem následně popsaným., Doporučené opatření :, V levé zavázání provést odkopávku v úrovni podhrází ,až do prostoru sondy, material přesunout, o cca 50m a uložit na kypu. V uvolněném prostoru odhalit a očistit skalní podloží a napříč, puklinovému proudění vykopat v tomto podloží rýhu hlubokou 1,5 – 2 m , šířky 0,8 – 1 m , o, délce cca 5 m . Vytěžený materiál odstranit a v rýze založit jílové těsnění, které zabrání odtoku, vody puklinami. Těsnění bude navázáno na konstrukci homogenní zemní hráze až na úroveň, koruny. Odkopaný materiál z meziskládky bude následně po vrstvách navrácen na původní místo, a zhutněn . V prostoru navazujícím na odtok z bezpečnostního přelivu by bylo vhodné provést, pomístní doplnění opevnění záhozem. Vzdušný líc hráze bude osvahován a oset travou. Po, ukončení sanačních prací je nutné napouštět zdrž postupně. Opakovaným kolísáním a, následným zaklesnutím hladiny ve zdrži mohla hráz vypraskat a je nutné jí postupně zvlhčit. Při, napouštění je dále potřeba respektovat projektovanou provozní hladinu.","neschváleno RK","137439","120000","","87.31146181"
