"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/032728/2017","Letní prázdninový pobyt s tancem pro děti a mládež","Letní prázdninový pobyt je připraven jako příměstský tábor pro mladší účastníky s možností přespání pro mládež. Pro účastníky je zamluven objekt v blízkosti Příbrami, dostupný hromadnou dopravou, ale zároveň v přírodě. Objekt je zařízen jako penzion s celodenní stravou a nachází se v něm taneční sál. Na děti čeká celodenní program buď v přírodě, ale také společenské a deskové hry. Další částí pobytu je tanec a to buď pro začátečníky a nebo pokročilé. ","schváleno RK","50000","25000","10000","50"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/032882/2017","Mistrovství Evropy mládeže a juniorů v boulderingu","Lezení do škol, z.s. se v roce 2017 stalo pořadatelem Mistrovství Evropy mládeže a juniorů v boulderingu (IFSC European Youth Championship – Slaný (CZE)). Jedná se o velmi prestižní podnik mezi sportovními lezci, který byl Lezení do škol jako pořadateli přidělen na základě zkušeností získaných při pořádání Rock Point Českého poháru v boulderingu a Mistrovství České republiky v boulderingu v předchozích letech. Lezení do škol ve Slaném pořádá závody již od roku 2012, od roku 2015 je pořadatelem tradičně tří kol Českého poháru v boulderingu, z nichž jedno je vždy zároveň Mistrovstvím republiky., , Místem konání akce je Masarykovo náměstí ve Slaném, kde bude pro tyto účely postavena velká lezecká stěna s plochou obrazovkou, která umožňuje divákům lepší možnost sledování výkonů jednotlivých závodníků., , Organizátorem závodů je IFSC (Mezinárodní lezecká federace) a ČHS (Český horolezecký svaz). Organizátoři na závody nominují rozhodčí a delegáty., Závody však nejsou jen akcí pro aktivní lezce, ale i pro mládež a širokou veřejnost. V rámci doprovodného programu se může zapojit i mládež bez předchozích zkušeností se sportovním lezením., , Plánovaný program akce:, Čtvrtek 14. 9. 2017-	registrace závodníků, Pátek 15. 9. 2017 - kvalifikace, Sobota 16. 9. 2017 - finále, Předpokládáme účast cca 350 závodníků z celé Evropy, a to v kategoriích U16 (tj. do 16 let), U18 a U20. , Doprovodný program - koncerty, cvičné lezecké stěny, program pro děti a rodiče, , Po celou dobu akce bude dětem k dispozici malá lezecká stěna, na které si budou moci lezení vyzkoušet. Tato stěna je využívána zejména nejmenšími dětmi a umožní jim první kontakt s umělou lezeckou stěnou., , Předpokládaná návštěvnost akce je 3 000 diváků, lezecké závody na slánském náměstí již mají svou tradici., , Bouldering je bezpečná aktivity (leze se na nízkých stěnách, v místě dopadu je vždy žíněnka), která rozvíjí nejen fyzické (rovnováha, obratnost, síla), ale i mentální (soustředění, samostatnost při řešení problému, učení se z chyb) schopnosti dětí., , Lezení do škol, z.s. má za cíl podporovat lezení jako vhodnou školní i mimoškolní aktivitu pro děti. Prosazuje, aby se lezení stalo součástí výuky v hodinách TV. Snaží se vyhledávat lezecké talenty a umožnit jim růst. Úzce spolupracuje s lezeckým oddílem HO Pohodička Slaný., , ","schváleno RK","1932000","200000","50000","10.35196687"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/032883/2017","Půlnoční výstup na rozhlednu Špulka","Předmětem žádosti o podporu je hudbou a sportem provázený zábavný večer pod rozhlednou, Špulka. Jedná se o již tradiční a velmi oblíbenou akci. Předchozí ročníky naznačily stoupající, zájem a v letošním roce dne 25. 8. 2017 v podvečer očekáváme opět účast min. 1000 malých i velkých návštěvníků. Rozhledna Špulka už po čtvrté symbolicky ukončí letošní prázdniny. Noční krajina, světlem ozářená rozhledna, doufáme i teplý podvečer, dětské představení, hudební produkce, občerstvení a hlavně všudypřítomná dobrá nálada – heslovitě popsáno vše, co zde může každý očekávat. Malým návštěvníkům nabídne tmavý les nemalá dobrodružství, dospělí si zatančí přímo pod rozhlednou. Z pořadatelského hlediska se nejhůře potýkáme s nedostatkem laviček a stolů., Program:, 18:30 hod. - zahájení,, 18:45 hod. - pohádka pro děti,, 19:15 hod. - hudební vystoupení první kapely poKROK,, 20:00 hod. - vystoupí špičkový bike trialista,, 20:30 hod. - hudební vystoupení místní kapely LemRoucha,, 21:00 hod. - rozsvícení rozhledny Špulka,, 21:00 hod. - pokračování hudebního vystoupení kapely poKROK,, 1:00 hod. - konec akce a zhasnutí světel osvětlujících rozhlednu","schváleno RK","37000","30000","30000","81.08108108"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/032734/2017","Festival pro děti - Festival Krásná Louka 2017","Akce se koná na městském volnočasovém areálu Krásné Louky v Mladé , Boleslavi v Ptácké ulici. Jedná se o festival, který je určený pro celé rodiny koncipovaný jako , oslava dne dětí. Pro ty je sestaven atraktivní program v podobě hudebních, divadelních, , komických či kouzelnických vystoupení. Dále na návštěvníky čeká velké množství soutěží, , atrakcí, animačních aktivit, workshopů a rukodělných dílniček. , Cílem je rozšířit nabídku aktivit pro rodiny s dětmi na Mladoboleslavsku, podpořit dobré jméno , města a významnou měrou přispět ke snaze o zpestření kulturního a společenského života ve , městě a okolí. Vstupné bude po celý den festivalu zdarma.","schváleno RK","464450","200000","200000","43.06168587"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/032736/2017","RocknRide","Akce pod názvem RocknRide je třídenní festival o muzice a terénních motorkách. Akce se bude pořádat v areálu ""kavčák"", který se nachází v Benešově u Prahy. Tento areál splňuje všechny požadavky a parametry k uspořádání několika motokrosových akcí. Cílem akce je upozornit na problematiku motorkářů jezdících v chráněných krajinných oblastech a Národních parcích, kde dochází k devastaci krajiny. Chtěli bychom tyto jezdce shromáždit do uzavřeného areálum, kde tento typ ježdění budou moci vykonávat oiciální cestou v souladu se zákonem a ohledem na chráněnou přírodu. Součástí naší mise je také hudebně a zábavně obohatit letní sezónu Středočeského kraje touto atypickou formou festivalu. Očekávaná návštěvnost akce je zhruba 11 tisíc diváků a 250 jezdců v součtu tří dnů festivalu. , , Na festivalu budou tyto disciplíny:, , 1. Enduro vyjížďky, které budou určeny především pro amaterské jezdce, pro které bude připraven šesti kilometrový označený okruh. Součástí vyjížděk bude i poradenství v oblasti bezpečnosti jízdy na motocyklu a praktické ukázky od zkušených závodníků endura, jako jsou Vít Kuklík či Radek Toman., , 2. Freestyle motocross: divácky atraktivní představení nejlepších českých freestylistů. Účast potvrdili Libor Podmol, Filip Podmol a Martin Koreň. Libor Podmol je mistr světa ve freestyle motocrossu z roku 2010 a zároveň jeden z nejpopulárnějších sportovců v České Republice. Martin Koreň je vícemistr světa ve freestyle motokrosu národů z roku 2014 a patří mezi průkopníky freestyle motokrosu v ČR a zároveň patří mezi nejúspěšnější jezdce. , , 3. Super Enduro, formou závodu ""head to head"". Systém závodu bude spočívat v tom, že bude připravena cca 2 minutová trať, plná atraktivních prvků (výjezdy, klády, pneumatiky, skoky). Jezdci budou na základě dosaženého času na jednom kole rozřazeni do pavouka a budou startovat po čtyřech s tím, že dva nejrychlejší jezdci budou dále postupovat až do finále, kde se utkají o titul mistra. Tento závod bude díky mnoha soubojům velice atraktivní pro diváky a zároveň zábavný pro jezdce., , 4. Memoriál Jaroslava Kuklíka: již druhý ročník závodu na památku Jaroslava Kuklíka bude poprvé součástí celovíkendového Rocknride moto festivalu. První ročník memoriálu se těšil velkému zájmu veřejnosti jako diváků, ale i jezdců. Jaroslav Kuklík byl velký nadšenec motocyklového sportu. V roce 1996 založil společně s Liborem Podmolem starším společnost KTM Sette, která se stala oficiálním importérem motocyklů KTM do České Republiky. Tímto závodem chceme uctít jeho památku a také poděkovat za to, co pro nás sportovce dělal a jak nás podporoval. ","schváleno RK","1806000","200000","200000","11.07419712"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/032737/2017","Oslavy 650 let obce","Veřejné oslavy 650.výročí první zmínky o malé obci Modřovice pro obyvatelé,rodáky a širokou veřejnost.Program je tvořen pro všechny věkové kategorie., Dne 27.5.2017 proběhne požehnání křížků v obci panem farářem z Březnice ,které byly  obnovený na počest výročí obce., Program dne 17.6.2017:, Po celý den tematická výstava o historii obce včetně možnosti nahlédnutí do  kroniky obce a hasičské kroniky., Dětský den se soutěžemi , dětskou tombolou a dětským skákacím hradem, Hasičský program : kombinace dětského a dospělého družstva k provedení zásahu u požáru, Možnost prohlídky vozidla a techniky Policie ČR, Venkovské posezení včetně tance za doprovodu hudby, Předpokládaná návštěvnost akce: 150 lidí , , ","schváleno RK","90000","54000","50000","60"
"Činnosti nebo aktivity v oblasti sociální","2017","FHT/PHT/032738/2017","Péče o válečné veterány a politické vězně","Účelem spolku je udržování památky a paměti na hrdinství přeživších, obětí a bojovníků českého odboje, jakož i péče o válečné veterány a politické vězně z 2. světové války a 50. let 20. stol. , , Žádáme o podporu činnosti nové paměťové organizace.Cílem nově zřízeného Spolku je nejenom navázání na aktivity minulé (pod hlavičkou ČSBS a pod vedením předsedkyně Gabriely Havlůjové, která byla ve funkci 11let), ale zejména rozšíření aktivit v oblasti péče o válečné veterány a politické vězně -návštěvy, sociální výpomoc, proplácení doplatků za léky dle předložených účtů na rodné číslo, Samozřejmostí je plnění účelu zřízení Spolku a to působit osvětově v oblasti udržování památky a paměti na hrdinství přeživších, obětí a bojovníků českého odboje. Zaměřujeme se na přednáškovou činnost, organizaci zájezdů do míst spjatých s obětmi 2. světové války (KT Mauthausen, KT Osvětim). Prioritou je však pro nás v tuto chvíli péče o stále žijící válečné veterány a politické vězně, kteří se rozhodli opustit i po 70 letech organizaci, kterou zakládali (Svaz protifašistických bojovníků, dnešní Český svaz bojovníků za svobodu), ale rovněž o přeživší, kteří dodnes nebyli organizováni, ale rozhodli se vstoupit do nově založeného Spolku. Vzhledem k našemu zrušení ÚV ČSBS jsme přišli o každoroční dotaci z Ministerstva financí, kterou ČSBS pro jednotlivé kraje a okresy přerozděluje. Proto oproti loňskému roku navyšujeme naší žádost.       , , V říjnu 2016 byl Ústředním výborem Českého svazu bojovníků za svobodu zrušen Okresní výbor ČSBS Kladno (organizace Kladno a Slaný – počet členů 110) a to bez předchozího projednání s místními organizacemi. Celé události předcházelo odtržení ZO ČSBS Lidice pod vedením paní Jany Bobošíkové v srpnu 2015 od OV Kladno, organizace, která dlouhodobě kritizovala zejména nehospodárné zacházení s financemi UV ČSBS a rovněž nevhodnou reprezentaci ČSBS na pietních aktech a dalších společenských akcích. Ze 110 členů 106 ukončilo v rámci kladenského okresu své členství v ČSBS a stali se zakládajícími členy nového Spolku. Přidaly se desítky dalších zájemců o vstup do nového Spolku. Došlo tak například k odchodu dvou posledních lidických žen, bojovníka od Tobruku (brig.gen. Pavel Vranský, Horoměřice), účastníků pražského povstání, přeživších koncentračních táborů, ale i politických vězňů z 50. let. Založili jsme proto novou paměťovou organizaci, do které vstoupila většina vystoupivších členů ČSBS, ale rovněž lidé, kteří se dodnes neangažovali v žádné organizaci, protože měli pocit, že jsou příliš spjaté s minulým režimem. Aktivit máme obrovské množství, zdokumentované jsou v našem Zpravodaji: http://spolekodboje.cz/zpravodaj/, ","schváleno RK","400000","200000","50000","50"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/032739/2017","Umělecké ozvěny ZUŠ Mšeno -ZUŠ OPEN 2017","Jedná se o program celostátního happeningu ZUŠ ČR v prostorách Masarykova kulturního domu v Mělníku. Umělecká škola se představí široké veřejnosti ve výtvarných a hudebních aktivitách: pohádková revue pro žáky ZŠ, módní přehlídky, dětský orchestr Sedmikrásky,pěvecký sbor Intermezzo,Filmová kavárna,výstavy malby, kresby,fotografií, grafiky, skla a kovářských exponátů našich žáků.Plakát akce(viz. příloha).","schváleno RK","73000","35000","10000","47.94520548"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/032781/2017","Muzejní depo pro vagóny - 3. část","Projekt muzejního DEPA pro vagony je součástí rozsáhlého projektu obnovy historické Kolínské řepařské drážky, který dlouhodobě podporuje Středočeský kraj. Obnovená Kolínská řepařská drážka se stala významnou atraktivní turistickou lokalitou v kolínském regionu a nabízí prostor pro příjemné trávení volného času, poskytuje informace v muzejní expozici i v navazující netradiční naučné stezce. Muzejní depo pro vagóny je plánovaná a velmi potřebná součást areálu Kolínské řepařské drážky. Bude sloužit pro ukrytí zrekonstruovaných vagónů, které velmi trpí nepříznivými povětrnostními vlivy a zároveň bude prostor využit pro rozšíření muzejní expozice. Stavba je z důvodu finanční náročnosti rozdělena do několika etap. 3. část stavby se týká stavby hrázděné budovy a  navazuje na dvě předchozí části, stavbu základů pro budovu a stavbu podlahy a vjezdového kolejiště. Depo pro vagóny je poslední budovou v areálu Kolínské řepařské drážky, kterou nutně potřebujeme dokončit, aby byly splněny všechny podmínky ke konečné (ne pouze předčasné) kolaudaci.","schváleno RK","951957","200000","100000","21.00935231"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/032782/2017","Vodníkova  příručka začínajícího rybáře ","Zpracování a výroba pracovních sešitů ve velikosti A6 v počtu 5 -10 tis. výtisků (kapesní verze), praktická příručka začínajícího rybáře jako pracovní pomůcka pro vedoucí rybářských kroužků.  V příručce budou edukativní formou obsaženy informace o floře a fauně v okolí rybníků a řek ve středních Čechách, zajímavosti o přírodních památkách a významných lokalitách v rámci středočeského kraje. Část publikace bude sloužit jako navigace mladého rybáře prvními kroky při rybolovu, návod s praktickými radami pro rybolov a návod, jak se chovat v přírodě. Součástí   zápisníku bude i místo pro záznam prvních rybářských úspěchů a poznámek o poznávání přírody okolo našich řek a rybníků., Cílová skupina: děti a mládež ve veku 6 až 15 let. ,  Cíl projektu:,  1.Přivést děti k zájmu o přírodu, rybolov, environmetální aktivity v přírodě a zájmu o zdravý životní styl. , 2.Vyplnění volnočasových aktivit a tím primárně působit na prevenci kriminality a drogové problematiky dětí a mládeže. , ","schváleno RK","200000","150000","150000","75"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/032747/2017","Den sportu Příbram 2017","Dne 10.06.2017 pořádá město Příbram významnou akci s názvem ""Den sportu Příbram 2017"". Jedná se o akci navazující na loňský festival ""Novák 800"". Tato akce by v letošním roce měla být zaměřena na oblast sportu po vzoru olympijských parků, které vznikly při hrách v Riu 2016. Místo konání je areál Nového rybníka. Na akci se budou prezentovat příbramské sportovní organizace za účasti svých předních členů. Zároveň budou sportovní kluby nominovat svoje významné sportovce, kteří budou oceněni. Organizace připraví pro účastníky - dospělé i děti - soutěže až ve 40 sportovních disciplínách. Program na Nováku bude zahájen v 9 hodin ráno, sportoviště budou barevně označena. Sportů, které si budou moci malí i velcí vyzkoušet, je opravdu hodně. Fotbal, hokej, americký fotbal, judo, volejbal, gymnastika, atletika, florbal, kanoistika, lukostřelba, cyklistika, golf, aerobik, mažoretky, florbal, box, biatlon, veslování, streetball, šerm, wakeboarding, longboarding, minigolf, pétanque, plavání, tanec a mnohé další. V rámci Dne sportu proběhne také charitativní fotbalový zápas. Po skončení sportování na Nováku bude od 18 hodin program pokračovat v nedalekém areálu Letního kina Příbram. Návštěvníci se mohou těšit na profesionální taneční, sportovní a akrobatickou show. Vrcholem celého sportovního dne i večera bude ohňostroj. Vstup na celodenní i večerní program je zdarma.","schváleno RK","1611866","200000","200000","12.40797932"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/032749/2017","SLÁNSKÝ TUPLÁK  - Masarykovo náměstí ve Slaném","Společenský happening s hudbou a gastronomickými speciality. Akce je bez vstupného a již šestý ročník. Nabízíme umístění stánku na akci na prestižním místě i možnost zahájení festivalu. První ročník byl podpořen Středočeským  krajem částkou  200 000Kč. ","schváleno RK","250000","100000","40000","40"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/032784/2017","Rozvoj mladých sportovních střelců","Organizace střeleckého soustředění malorážkových a vzduchovkových puškových disciplin, našeho sportovně střeleckého klubu (dále jen SSK), SSK Loyd v Mladé Boleslavi, ale i členů dalších SSK, kteří o něj projeví zájem. Předpokládaný počet střelců je 40, předpokládaný počet trenérů je 6 vlastních a jeden externí - trenér RSCM. Soustředění proběhne na střelnici v Karlových Varech - Březové od 3.7. do 8.7.2017. Tato lokalita byla zvolena především díky možnostem komplexního pokrytí potřeb a vynikajícího zázemí pro uspořádání kvalitního soustředění. V areálu střelnice je jak malorážkové střeliště, tak hala pro střelbu ze vzduchových zbraní. Ubytování a stravování máme zajištěno v sousedícím areálu ATC Březový Háj za relativně přijatelné ceny. Průběh soustředění bude řízen šesti klubovými a jedním externím trenérem na základě předem zpracovaného tréninkového plánu. V průběhu soustředění se snažíme zajistit návštěvu a besedu s některým z významných sportovních střelců naší reprezentace. Jako přidanou hodnotu považujeme využití tréninkových možností na střelnici, kde se 1.-2.7.2017 pořádají soutěže 2.kola Českého poháru talentované mládeže, který je po mistrovstvích republiky v disciplinách sportovní střelby, nejprestižnějším střeleckým závodem v ČR pořádaným Českým střeleckým svazem pro mladé střelce. Výhodou pro střelce, kteří se budou účastnit soutěží ČPTM je i možnost setrvání na místě bez nutnosti dalšího cestování., Cíle a přínosy projektu, cílové skupiny: Cílem tohoto soustředění je především rozvoj střeleckých dovedností s důrazem na techniku, ale i taktiku sportovní střelby. Kromě globálního tréninkového režimu chceme využít tohoto soustředění i k individuálnímu řešení potřeb jednotlivých střelců. Dalším přínosem pro střelce je vzájemné předávání již nabytých zkušeností, zejména mezi střelci různých klubů ale i kategorií, kdy starší zkušenější střelci dokážou poradit střelcům mladším. Naše soustředění určitě díky navázání nových přátelských a kamarádských vztahů mezi střelci přispěje i k ještě pevnějšímu připoutání k tomuto sportu. Soustředění je určeno pro střelce žákovských, dorosteneckých a juniorských kategorií. Jedním z dalších přínosů je, že si toto soustředění bere pod patronát Jan Videcký, trenér našeho odchovance a druhého nejmladšího olympionika na olympiádě 2016 v Riu Filipa Nepejchala., Výchozí situace: Jelikož práce s mládeží je obecně ale časově poměrně náročná a snažíme se dát v našich SSK, stejně jako ve většině klubu pracujících s mládeží, příležitost všem zájemcům o sportovní střelbu, Je nejen pro nás určitě potěšující, že zájemců přibývá. V rámci běžných tréninků však nemáme dostatečný časový prostor pro řešení individuálních potřeb střelců, jaký by jim byl dle našich představ potřeba věnovat. V našem SSK je situace o to komplikovanější, že naši členové k tréninkům střelby ze vzduchových zbraní využívají čas a nepříliš velký prostor kroužku sportovní střelby DDM Kolín. Pro střelbu z malorážných zbraní pak nedisponuje malorážkovou střelnicí a k tréninkům jsme nuceni dojíždět na střelnici buď na střelnici partnerského SSK v Kolíně nebo SSK Bohemia Poděbrady. Soustředění tohoto typu také dává možnost velmi dobře zažít střelecké návyky a reagovat na odhalené chyby sportovců a jejich nápravu., Možná rizika realizace projektu: S vyjímkou nepředpokládatelných událostí a živelných katastrov neexistují žádná rizika pro realizaci tohoto projektu. Za předpokladu dodržování bezpečnostních pravidel střelci při střelbě a manipulaci se zbraněmi a důsledného dohledu nad jejich dodržováním trenéry a dozorem, pak neexistují, opět vedle nepředpokládatelných událostí, ani rizika plynoucí z realizace projektu.","schváleno RK","227292","42792","20000","18.82688348"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/032753/2017","Prezentace technického vzdělávání kladenského regionu","Akce na podporu technického vzdělávání určená pro žáky končící ZŠ a jejich rodiče. Účel - seznámení s možnostmi perspektivního vzdělávání dětí a následné uplatnění v praxi, za účasti středních odborných škol, zaměstnavatelů, úřadu práce. Ukázky praktické výuky SOŠ, uplatnění ve firmách. Součástí akce jsou soutěže zručnosti dětí o ceny, besedy s rodiči.","schváleno RK","40500","30000","25000","74.07407407"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/032754/2017","Sokolský den - 50let fotbalu v Ostředku","Ostředecký fotbal si v letošním roce připomene 50 let od založení fotbalového oddílu. Samotná TJ slaví v letos 55 let své existence (založena v roce 1962)., , V sobotu 24. června uspořádá TJ k připomenutí tohoto výročí Sokolský den, v rámci kterého se uskuteční dva turnaje dětí ve fotbale na ostředeckém fotbalové hřišti. Turnaj starší přípravky (v plánu je účast 6 týmů)  a turnaj starších žáků (plánu je účast 4 týmů). Celkem bude přítomno ca. 110-120 dětí ve věku od 6 do 14 let., , Odpoledne po skončení tunajů se utká ostředecký fotbalový tým dospělých s XI.internacionálů ČR.  ","schváleno RK","35000","25000","25000","71.42857143"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/032756/2017"," Kutnohorský groš se zadáním titulu CACT a res. CACT. - (lesní a barvářský zkoušky loveckých plemen)"," Kutnohorský groš se zadáním titulu CACT a res. CACT. Zkoušky loveckých plemen probíhají, jako dvoudenní soutěž (lesní a barvářský zkoušky loveckých plemen). Jedná se o sedmý ročník a jedinou soutěž v ČR pořádanou na území Městyse Suchdol u Kutné Hory ve Středočeském kraji. Soutěže se účastní po oba dva dny 12 pejsků s doprovodem, 4 x rozhodčí, 1 x předseda, 1x ředitel, 15 x pořadatelská služba.","schváleno RK","19000","12000","8000","63.15789474"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/032757/2017","Zkoušky honičů se zadáním titulu ,,Diviačiar''","Zkoušky honičů se zadáním titulu ,, Diviačiar‘‘ jsou prestižní dvoudenní lovecké zkoušky, které se pořádají při naháňce na černou zvěř. Soutěže se účastní 12 pejsků s doprovodem (naháněči), 4 x rozhodčí, 1 x předseda, 1x ředitel, 10 x pořadatelská služba, min. 30 x střelci. Soutěž probíhá v honitbě HS Petrovice I. ve Středočeském kraji. Bude to třetí ročník pořádaný v této krásně zalesněné honitbě. ","schváleno RK","17000","10000","8000","58.82352941"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/032761/2017","XI. ročník hasičské soutěže SDH Jemniště v požárnických disciplínách mladých hasičů a družstev mužů a žen (v roce 2017 soutěž i v rámci oslav 85.výročí založení sboru)","Sbor dobrovolných hasičů Jemniště bude v sobotu 24.6.2017 pořádat na hasičském cvičiště Plajchy v Postupicích XI. ročník hasičské soutěže v požárnických disciplínách, která bude v letošním roce i v rámci oslav 85. výročí založen sboru. Soutěž bude v kategorii mladých hasičů (mladší a starší kategorie), dále bude v odpoledních hodinách (cca od 14.00 hod.) soutěž v kategorii družstev mužů a žen. V postupickém regionu je o tuto soutěž z řad dětských i dospělých družstev, ale i z řad veřejnosti velký zájem (soutěž navštíví pravidelně kolem dvoustovky návštěvníků). Každoročně se této soutěže zúčastní hodně soutěžících, družstev a návštěvníků. V roce 2016 v soutěži startovalo rekordních 39 družstev (16 družstev mladých hasičů, 10 družstev žen a 13 družstev mužů - cca 280 hasičů). To je opravdu velká účast soutěžních družstev, která není ani ve vyšších kolech hasičských soutěží. Většině sborů okresu Benešov (na okrese Benešov cca 240 sborů) jsou e-mailem rozesílány pozvánky na soutěž. Čtrnáct dní před samotnou soutěží jsou na vývěskách okolních obcí či osad vyvěšeny plakáty, kterými zveme na soutěž do Postupic (vyvěšeno cca ve 20-30 obcích a osadách). Při samotné akci je vyvěšen banner s logem Středočeského kraje. Z výše uvedeného vyplývá, že je přínosem pro Středočeský kraj, resp. že akci podpořil Středočeský kraj, který bude zviditelněn v oblasti požárního sportu v regionu a bude prezentován v místních novinách (pozvánka a zpráva ze soutěže je otisknuta v Postupickém zpravodaji).   , Při doprovodném programu bude hasiči z Jemniště předvedena koňská stříkačka v replikách dobových uniforem, kterou sbor vlastní od svého založení a je plně funkční. Dále bude koňské spřežení během dne vozit zájemce, zejména z řad dětí. V rámci doprovodného programu by jsme chtěli i vystoupení mažoretek nebo podobné vystoupení., , Podrobný rozpočet soutěže, - nákup pohárů do soutěže							4.000 Kč, - nákup diplomů do soutěže							1.000 Kč, - výroba pamětních plaket pro družstva a rozhodčí 	 			3.000 Kč , - doprovodný program - ozvučení celodenní soutěže	 			10.000 Kč, - doprovodný program - koňské spřežení k historické stříkačce			8.000 Kč , - doprovodný program - vystoupení mažoretek 					2.000 Kč, - propagace - tisk pozvánek a plakátů						1.000 Kč, - stravování (nákup potravin k zajištění občerstvení pro ml. hasiče)		1.500 Kč, - zajištění pitného režimu pro mladé hasiče					1.000 Kč, - pronájem chemických záchodů						4.000 Kč, - výroba dárkových předmětů s nápisem HASIČI JEMNIŠTĚ (dárkové předměty budou rozdány), 	1. placky se zavíracím špendlíkem - butony (250 ks)			4.500 Kč, 	2. reflexní pásky nebo pásky na ruku (250 ks)				6.000 Kč. Celkem   46.000 Kč, ","schváleno RK","46000","41400","30000","90"
"Financování dalších činností a aktivit, nad nimiž převzal záštitu některý z orgánů SK","2017","FHT/PHT/032765/2017","Slavnostní předání ocenění Český Goodwill 2017","Slavnostní předání ocenění Český Goodwill 2017 je vyvrcholením jubilejního 5. ročníku projektu Český Goodwill - ocenění pro firmy, kterých si lidé váží. Projekt má dlouhodobý charakter, každoročně probíhá ve 3 fázích, letošní ročník konkrétně od 17. 4. 2017 do 31. 12. 2017. Projekt je primárně založený na nominacích veřejnosti, která vnímá pozitivní dopad činnosti podnikatelů a společností, které ke svému podnikání přistupují odpovědně, na široké okolí podniku a místní komunity v regionech, ve kterých firmy působí. Cílem projektu je vyslovit veřejné uznání podnikatelům, kteří podnikají čestně, s dlouhodobou vizí tvoří reálné hodnoty, jednají eticky se svými zaměstnanci, obchodními partnery (zákazníky/odběrateli, dodavateli) i všemi ostatními stakeholdery, podporují charitativní a jiné obecně prospěšné projekty, a celkově tak budují dobrou budoucnost postavenou na pevných základech odpovědného podnikání pro nejširší okolí svého podniku. V roce 2017 se koná již 5. ročník projektu Český Goodwill, který za dobu své existence může poskytnout již řadu dokladů o tom, že uznání poctivé práce podnikatelů, které jim veřejnost vysloví prostřednictvím nominace na ocenění Český Goodwill, těmto dodá nových sil a motivaci, které směřují do dalších dobročinných projektů a aktivit. Synergický efekt projektu Český Goodwill se tak šíří dále a podporuje aktivně kvalitní soužití v demokratické občanské společnosti. Galavečer u příležitosti slavnostního předání ocenění Český Goodwill 2017, spojený s vyhlášením nejsilnějších podnikatelských příběhů, které jsou hodny být vzorem pro ostatní firmy, je symbolickým vyvrcholením letošního ročníku, který se koná pod záštitou Hejtmanky Středočeského kraje, paní Jaroslavy Pokorné Jermanové. ","schváleno RK","687575","50000","50000","7.27193397"
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2017","FHT/PHT/032766/2017","Pořízení velkokapacitního stanu a pivních setů","Mikroregion Hořovicko v současnosti zastupuje 22 obcí. Obce mikroregionu pořádají kulturní, sportovní a vzdělávací akce pro děti i mládež, které se konají z větší části v exteriéru a v případě nepříznivého počasí jsou nuceni zajišťovat přesun akce do vhodnějších prostor popř. akce rušit. Mikroregion Hořovicko by rádo zakoupilo velkokapacitní stan o velikosti 5 x 10 m a 10 ks pivních setů, které by posloužily všem obcím Mikroregionu Hořovicko při pořádání jejich akcí a zajistili flexibilitu v případě nevhodných povětrnostních podmínek.","schváleno RK","140844","133801","50000","94.999432"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/032767/2017","Vísecký festiválek","Vísecký festiválek je jednodenní kulturně divadelní akce, která se koná na návsi památkové rezervace Víska u Březovic. Tato akce je organizována již 7. rokem a její kulturní přínos je každým rokem vyšší. V loňském roce ji navštívilo okolo 700 návštěvníků. Program bude sestaven z hudebních vystoupení, balónkové show, vystoupení tanečních skupin, atrakcí pro děti, pouštění vodních lampionů, loutkového divadla,  tipovací soutěže a mnoha dalších. Vše bude zaštítěno společným tématem ""cesta kolem světa"". ","schváleno RK","20550","16000","15000","77.85888078"
