"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům","","",""
"Kulturní aktivity","2016","FHT/PHT/029955/2016","S veterány Podblanickem, 3. ročník","Předmětem žádosti o dotaci je uspořádání letos již třetího ročníku orientační jízdy historických, vozidel, která bude zahájena v dopoledních hodinách registrací účastníků na stanovišti v místní, části obce Pravonín, v Křížově. Přibližně v 10:30 hodin odstartují historická vozidla všech značek, do roku výroby 1985 z Křížova trasou vedoucí po obcích sídlících v CHKO Blaník. Během dne bude pro návštěníky připravena výstava historických vozidel, hudební doprovod i občerstvení. Předpokládaná účast posádek je přibližně 120 až 150 posádek, každý z účastníků obdrží, hodnotné ceny a pamětní list. , Soutěž pořádá PÉŤŮV PODBLANICKÝ VETERÁNKLUB AČR KŘÍŽOV ve spolupráci s Obcí Pravonín, Městysy Načeradec a Louňovice pod Blaníkem a Městem Vlašim.","schváleno RK","74000","70000","","94.59459459","","",""
"Sportovní aktivity","2016","FHT/PHT/029957/2016","Extraliga masters Mcely 2016","Jedná se o silniční cyklistický závod Extraliga masters, závod se uskuteční 19.6.2016, start závodu, registrace, občerstvení, sociální zařízení a celkové vyhodnocení bude situováno na fotbalovém hřišti v obci Mcely. Účastníci budou rozděleni do 6 kategorií dle věku a to žen a mužů. Délka trati bude od 50-120km, dle věkových kategorií. Závodit se bude na okruhu v délce 17km. Vyhlášena budou první tři místa v každé kategorii. Bezpečnost celého závodu bude zajištěna dozorem Policie ČR, na místě bude také záchranná služba. ","schváleno RK","60000","55000","","91.66666667","","",""
"Kulturní aktivity","2016","FHT/PHT/029958/2016","Hudební festival Pístecký Country slet","Hudební festival pořádá naše organizace letos již popáté. Tato akce se těší velkému zájmu posluchačů, každoročně se jich zúčastňuje okolo tří set. Doposud na něm vystupovaly kapely převážně místní, s minimálními nároky na honorář. Pro letošní ročník jsme pozvali účinkující zvučnějších jmen - např. Wabiho Daňka, nebo skupinu Kvintet. Akci je pořádána svépomocně členy naší T.J. Více informací naleznete na stránkách www.sokolpisty.cz","schváleno RK","67000","62000","","92.53731343","","",""
"Kulturní aktivity","2016","FHT/PHT/029959/2016","Infuzní pumpy, odsávačky hlenů a kojenecké váhy pro Oblastní nemocnici Mladá Boleslav a.s. ","NF Kapka naděje zakupuje diagnostické a léčebné přístroje či zařízení potřebné k léčbě malých pacientů na základě konkrétních požadavků nemocnice.","schváleno RK","100000","50000","","50","","",""
"Vzdělávání","2016","FHT/PHT/030451/2016","Připomínka československých letců v RAF ve středočeském regionu","Jedná se o dva projekty - rekonstrukci výstavy o filmu Nebeští jezdci a vzpomínku na rodáka z Mnichova Hradiště Karla Stanislava Ottu, příslušníka RAF. Film Nebeští jezdci se natáčel na několika místech Středočeského kraje a v jednom z nich, Klecanech, bude na podzim představena obnovená výstava o tomto filmu. Jedná se o 21 panelů roll up, zachycující knižní předlohu, vznik filmu, historické reálie, na kterých vznikal - čs. příslušníky RAF, místa, kde vznikal - mimo jiné Klecany, Dobříš. Jedná se o doposud nejkomplexnější zachycení vzniku tohoto filmu. Výstava je mobilní, a tak může být představena nejen v Klecanech, ale i v dalších městech, kde o ni bude zájem (její vystavení se chystá i v Praze 2). Vzpomínka na Karla Stanislava Ottu, příslušníka 11. pěšího praporu Východního a později palubního střelce 311. eskoslovenské bombardovací perutě se koná u příležitosti 95. výročí narození, které připadá na 13. 7. Při té příležitosti se koná několik aktivit: 12. 7., letní kino Mnichovo Hradiště, promítání filmu Nebeští jezdci, 15. 8. - 12. 11. výstava o čs. letcích v RAF (Sál Klubu Mnichova Hradiště) a Karlu Stanislavu Ottovi, 2. 9. odhalení pamětní desky na jeho rodném domě. Aktivity spojené s jeho jménem mají připomenout dalšího z místních slavných rodáků, a to nejen trvalou vzpomínkou - pamětní deskou, ale i naučnou formou - výstava, popřípadě populárně naučnou - film. ","schváleno RK","81254","48700","","59.93551087","","",""
"Kulturní aktivity","2016","FHT/PHT/029963/2016","10 let činnosti Sdružení pro rozvoj Kácovska ","Vydání brožury k 10tiletům existence sdružení/spolku. Obsahuje: I část - popis spolku aktivity: obnova válečného hrobu, letní tančírna, půjčovna pramic, kácovský běh, jarní plesy, úprava cesty, obnova památného sloupu, výstavní a osvětová činnost. II. část - vybraná data a události z historie Kácova - 40 stran, sepsáno. Distribuce během roku 2016. Náklad: max. 300 ks. ","schváleno RK","20000","18500","","92.5","","",""
"Sportovní aktivity","2016","FHT/PHT/029964/2016","Vybavení malých sportovců","Nákup vybavení pro činnost dětských a mládežnických mužstev SK Malešov., Dresy,míče,zdravotní materiál,tréninkové vybavení.","schváleno RK","22000","20000","","90.90909091","","",""
"Kulturní aktivity","2016","FHT/PHT/029965/2016","Kutnohorská Kocábka","Kutnohorská Kocábka je letní festival country, folk a trampské hudby a příbuzných žánrů a letos se bude konat již 33. ročník.Za tu dobu se v parku pod Vlašským dvorem a přilehlých prostorách vystřídali téměř všichni, co v tomto žánru něco znamenají, ale i řada mladých začínajících umělců.Festival pořádá nezisková organizace Sdružení Kocábka za pomoci domácích kapel Brzdaři a Trampoty.Cílem projektu je uspořádat divácky atraktivní festival, který by přilákal návštěvníky z širokého okolí.","schváleno RK","180000","80000","","44.44444444","","",""
"Kulturní aktivity","2016","FHT/PHT/029966/2016","Oslavy osvobození v roce 1945","Pořádání tradičních oslav osvobození v Milovicích (okr. Nymburk) za účasti vojenské techniky. Pod svůj patronát jsme převzali oslavy důstojného připomenutí konce druhé světové války v Milovicích, ve městě, které má dlouhou vojenskou historii. V posledních letech výročí osvobození slavíme společně s přáteli vojenské historie. Přítomna je i vojenská technika, vojáci v uniformách, mladí hasiči, malé mažoretky ze školy a celá řada dalších účinkujících. Účast lidí byla asi 350 - 700, akce byla publikována v Nymburském deníku i jinde v tisku. V letech 2012 a 2014 to byla velmi zdařilá akce. Proto bychom chtěli podobným způsobem postupovat i letos.","schváleno RK","130000","80000","","61.53846154","","",""
"Kulturní aktivity","2016","FHT/PHT/029976/2016","Den dopravy České republiky 2016","DEN DOPRAVY je akcí, která si klade za cíl připomenout památku osobností podílejících se na rozvoji dopravy v České republice., Tradiční, v pořadí již 4. ročník akce DEN DOPRAVY se uskuteční také v roce 2016. Stane se součástí celoročního projektu Dopravní festival 2016, který v sobě sdružuje oslavy významných osobností, jako například Josefa Ressela nebo Jana Pernera. , Součástí samotného DNE DOPRAVY bude 20. května 2016 konaný tradiční pietní akt u hrobu Ing. Jana Kašpara na pardubických Městských hřbitovech a dalších osobností z oboru dopravy. Celodenní program bude doplněn dalšími aktivitami pro širokou veřejnost, a to nejen v rámci samotného DNE DOPRAVY. Program je připravován také na období od 13. května 2016, na kdy připadá výročí prvního vzletu Jana Kašpara, až do 28. a 29. května, kdy se koná 26. ročník Aviatické pouti taktéž věnovaný odkazu Jana Kašpara. , ","schváleno RK","300000","40000","","13.33333333","","",""
"Kulturní aktivity","2016","FHT/PHT/029988/2016","celostátní kolo Psychologické olympiády SZŠ","účast studentů a pedagogického dozoru na celostátní Psychologické olympiádě SZŠ konané v Kladně, organizované pod záštitou ČAS, ve dnech 6. - 7. 2016, doprava a ubytování výše uvedených","schváleno RK","12000","10000","","83.33333333","","",""
"Vzdělávání","2016","FHT/PHT/029989/2016","ZDRAVÉ SRDCE. ZDRAVÉ MĚSTO","Projekt ZDRAVÉ SRDCE. ZDRAVÉ MĚSTO probíhá v rámci vzdělávací kampaně JEDNEJ RYCHLE. ZACHRAŇ ŽIVOT, která je součástí iniciativy Stent for Life, unikátní evropské platformy zaměřené na zlepšení dostupnosti život zachraňující léčby u pacientů s akutním srdečním infarktem., V České republice kampaň probíhá od roku 2012 pod záštitou Ministerstva zdravotnictví ČR a České kardiologické společnosti. Záštitu nad kampaní převzal také hejtman Středočeského kraje Ing. Miloš Petera., , Cílem projektu je edukace veřejnosti o rizikových faktorech kardiovaskulárních onemocnění a jejich prevence. V rámci programu proběhne  měření kardiovaskulárního rizika , výuka první pomoci při srdečním infarktu a výuka resuscitace při  srdeční zástavě, ve spolupráci se ZZS Středočeského kraje., , Místo konání:, Aktivity proběhnou v areálech vybraných  krajských nemocnic., , Cílová skupina:, obyvatelé měst Středočeského kraje oslovení ve spolupráci s krajskými nemocnicemi a ZZS Středočeského kraje, věková charakteristika 35+, Předpokládaná velikost cílové skupiny: 300 osob, , Vazba projektu na další aktivity v území Středočeského kraje:, Zachraňme své srdce 29.9.2016 - uspořádání aktivního dne pro širokou veřejnost v rámci oslav Světového dne srdce se zaměřením na prevenci a vznik kardiovaskulárních onemocnění a kontrolu rizikových faktorů jako je obezita, kouření, stres a vysoký krevní tlak., , Zdravé srdce. Zdravá firma - realizace cyklu přednášek a výuky resuscitace a použití AED na pracovištích vybraných zaměstnavatelů ve spolupráci se ZZS Středočeského kraje., , Termínový rozpis realizace projektu, Celkové časové rozpětí projektu: 03/2016 – 05 / 2016, Přípravná fáze: 03/2016 – 05 / 2016, Realizační fáze: 05 / 2016, Ukončení a vyhodnocení projektu: 05 / 2016, , Struktura předpokládaných výdajů projektu, Nákup materiálu: 20 000 Kč, -	Edukační a propagační materiály, Nákup služeb: 90 000 Kč, -	Vytvoření edukačního spotu zaměřeného na sekundární prevenci infarktu myokardu pro veřejnost, -	PR – regionální vysílání, místní rozhlas a tisk, -	Tisková konference,  tisková zpráva, Osobní náklady: 30 000 Kč, Ostatní náklady: 10 000 Kč, Celkové způsobilé výdaje projektu: 150 000 Kč, , ","schváleno RK","150000","105000","","70","","",""
"Rekonstrukce v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2016","FHT/PHT/029974/2016","Závlaha fotbalového hřiště","Jedná se o II. část závlahy fotbalového hřiště rotačními postřikovači s dopouštěcí nádrží, kterou bude realizovat odborná firma v letním období, kdy je hřiště nejméně využíváno. V této části se jedná o instalaci zavlažovacího systému, čerpací stanice a dopouštění nádrže.","schváleno RK","166025","157000","","94.56407168","","",""
"Sportovní aktivity","2016","FHT/PHT/029975/2016","10.ročník Lázeňského běhu","Lázeňský běh organizuje Mgr. Lucie Kainová (FTVS UK) ve spolupráci s městysem Lázně Toušeň. Praktickou část zajišťují rozhodčí atletiky, rovněž vyškolený startér (ASB).  Akce je zaměřena nejen na výkonnostní běžce, ale především na rekreační sportovce, tomu je přizpůsobena i délka tratě. Možnost účasti mají i neběžci v kategorii Nordic walking. Velkou pozornost věnujeme dětem, je  vypsáno mnoho kategorií od 3 let výše. Pro děti je na hřišti připraveno spoustu atrakcí, např. disciplíny dětské atletiky, skákací hrad apod. Celé sportovní odpoledne využívají v hojné míře rodiny, kdy se všichni členové mohou zapojit do sportovního programu. , Závod je veden mezi jezery a řekou Labe, lesem i po loukách. Celé zázemí je situováno na fotbalovém hřišti u Labe, které je obklopené stromy. Jsme rádi, že máme možnost organizovat závod v takto příjemném prostředí. Závod získává stále větší oblibu, těší nás každoroční nárůst  počtu účastníků,ale i diváků. Rádi bychom zachovali, popřípadě zdvihli úroveň celehé závodu a sprtovního rodinného odpoledne, z tohoto důvodu žádáme o dotaci. ","schváleno RK","19000","18050","","95","","",""
"Sportovní aktivity","2016","FHT/PHT/029977/2016","Běžecký závod Zdiby-Klecany","Běžecký závod Zdiby-Klecany se uskuteční nejen na území okresu Praha-východ, kde je kromě občanů z obcí Zdiby a Klecany počítáno i s účastí občanů z obcí Líbeznice, Husinec, apod., ale zasáhne také okres Praha-západ, kde je počítáno s účastí občanů z obce Roztoky, spojené s přilehlými obcemi přívozem přes řeku Vltavu. Akce tak příznivě ovlivní rozvoj sportovních aktivit v okresech Praha-východ i Praha-západ., , Závody se uskuteční v kategoriích Muži (do 39, 40 - 59, 60+), Ženy (do 34, 35+) a Děti (holky a kluci společně 6 - 7, 8 - 9, 10 - 11, 12 - 13 a  14 - 15). Všechny kategorie budou zároveň doplněny závody štafet, celkem tak bude předáváno 16x ocenění za stupně vítězů. , , Děti odstartují své závody v 10 hod, start hlavního závodu a štafet je naplánován na 11 hod. Po obědě pak proběhne slavnostní vyhlášení všech kategorií. Během celé akce čeká závodníky, jejich doprovod i diváky bohatý doprovodný program.","schváleno RK","200000","180000","","90","","",""
"Kulturní aktivity","2016","FHT/PHT/029978/2016","Hrabalovo Kersko květen 2016",", Hrabalovo Kersko květen 2016, Akce má za cíl připomenout osobnost spisovatele Bohumila Hrabala, který žil a tvořil v Kersku a přiblížit historii tohoto místa., K této příležitosti bude vydána brožura „Zaniklá vesnice Kří a jiné zajímavosti Kerska“ (během dubna 2016), , uspořádána výstava archeologických předmětů a materiálů dokazujících existenci osídlení Kerska již ve středověku ( předpokládaný termín 7.5. – 31.7. 2016) , a proběhne slavnostní setkání příznivců díla Bohumila Hrabala v Kersku (21.5. 2016)., Uspořádání výstavy archeologických nálezů a písemností z doby existence vesnice Kří, která zanikla pravděpodobně v roce 1420. Výstava bude instalována v galerii Lesní ateliér Kuba v Kersku, ve spolupráci s Polabským muzeem v Poděbradech a bude zahájena slavnostní vernisáží, při které zahraje dobová hudba.  Současně bude vydána brožura, která shromáždí všechny dostupné informace, dokumenty a fotografie archeologických nálezů i místa samotného. Text bude doplněn úryvky z díla Bohumila Hrabala, který o zmiňovaných místech vyprávěl. Dále bude obsahovat fiktivní povídky, které dokreslí život v tehdejší době a kreslenou rekonstrukci původní vesnice, vytvořenou na základě archeologických nálezů. Plánováno je i vydání pohlednice leteckého snímku současné podoby zaniklé vesnice Kří. Brožura bude doplněna o další zajímavá místa v Kersku: Svatojosefský pramen, menhir, borovice Krásná Pepina…, Během odpoledního programu setkání v Kersku 21.5. 2016 bude připomenuto dílo Bohumila Hrabala divadelním představením, ukázkami z výše zmiňované brožury a vzpomínáním hostů, kteří znali spisovatele osobně (herci, režisér Jiří Menzel a další). , ","schváleno RK","246000","185000","","75.20325203","","",""
"Podpora činnosti","2016","FHT/PHT/029979/2016","internetový rozscestník pro seniory","Rozšíření služeb webového portálu i60.cz určeného pro seniory. V současné době webové stránky fungují jako lifestylový magazín pro starší generaci. Ukazuje se, že tato generace má zájem o vyhledávání informací na internetu, je to však pro ni složité. Cílem projektu je vytvořit přehledný internetový rozcestník služeb pro seniory, který by zahrnoval maximální množství dat, která se jich týkají (rady v životních situacích, hodnocení služeb pro seniory,...) Finanční prostředky budou využity na tvorbu tohoto rozcestníku, tzn. rozšíření jeho záběru a na tvorbu nové přehledné grafiky.","schváleno RK","200000","100000","","50","","",""
"Vzdělávání","2016","FHT/PHT/029980/2016","Vybudování a nákup mobiláře do šaten na ZŠ Cerhenice","Jedná se o další etapu revitalizace ZŠ Cerhenice. Cílem je vyměnit již zastaralý a nevyhovující mobiliář šaten pro žáky ZŠ - nákup nových skříněk, botníků, laviček a úložných prostor. Dále je třeba pořídit odolnou a omyvatelnou výmalbu stěn v šatnách.","schváleno RK","215000","200000","","93.02325581","","",""
"Sportovní aktivity","2016","FHT/PHT/029982/2016","Mezinárodní fotbalový turnaj Francie","Účast mladých fotbalistů na Mezinárodním fotbalovém turnaji EUROP´foot 2016 ve Vertou, ve Francii. Tohoto turnaje se účastní 32 týmů z celé Evropy. Součástí je navázání kontaktů s vrstevníky, reprezentace ČR, propagace Středočeského kraje.","schváleno RK","85000","80000","","94.11764706","","",""
"Sportovní aktivity","2016","FHT/PHT/029985/2016","Memoriál Míry Kabíčka","10. ročník Memoriálu Míry Kabíčka, který proběhne v roce 2016 je určen pro děti do 15 let, které soutěží v netradičních i tradičních disciplínách hasičského sportu. Organizátorem memoriálu je SDH Sedlec. Tato akce vznikla na počest jedho z bývalých členů SDH - Miroslava Kabíčka, který patřil mezi výrazné osobnosti sboru dobrovolných hasičů, velkého podporovatele aktivit dětí a mládeže. Memoriálu se tradičně účastní nejen děti ze sborů dobrovolných hasičů na území Města Sedlec-Prčice, ale také z dalších sborů na Příbramsku a Benešovsku.  ","schváleno RK","10000","5000","","50","","",""
"Podpora činnosti","2016","FHT/PHT/029987/2016","Nebeské pohledy na Středočeský kraj","Cílem projektu je vydání publikace s názvem „Nebeské pohledy na Středočeský kraj“ obsahující soubor fotografií z cyklu mezinárodních výstav o Středočeském kraji. Výstavy byly zahájeny v roce 2015 (Porýní-Falc: ADD Trier, BBS Idar-Oberstein; Opolské vojvodství: Vojvodská knihovna v Opole) a budou pokračovat v roce 2016 (Porýní-Falc: Parlament Porýní-Falce, Mainz; Burgundsko: Rectorat Academie Dijon, Lyceé Charles de Gaulle, Dijon, Lyceé Carnot, Dijon; Opolské vojvodství: Úřad Maršálka v Opole, Zámek v Brzegu). Fotografie představují řadu historických a technických památek kraje, jeho přírodních krás, typů kulturní krajiny apod. ,  , Tyto výstavy jsou realizovány v rámci podpory meziregionální spolupráce mezi Středočeským krajem, Porýním-Falcí, Opolským vojvodstvím a Burgundskem v oblasti školství a kultury. Cyklus výstav přispěl k prohloubení a rozvoji spolupráce zejména v oblasti vzdělávání a přispěl i k podpoře cestovního ruchu. Hlavními garanty cyklu výstav jsou Odbor školství, mládeže a sportu Krajského úřadu Středočeského kraje a Vzdělávací institut Středočeského kraje. , ","schváleno RK","165000","150000","","90.90909091","","",""
"Podpora činnosti","2016","FHT/PHT/029991/2016","Ozdravný pobyt pro děti s diabetem v Českém ráji 2016","1. vícedenní diatábor pro děti s diabetem 1 typu (děti na inzulinu) ve věku 7-12 let, 2. akce obsahuje pravidelnou výuku profesionálním lékařem (MUDr. Jan Vosáhlo, FNKV Praha), 3. splňuje cíle tohoto typu akcí : ,      a) výchovný,      b) vzdělávací,      c) rekreační, 4. akce má sestavený plán činnosti, předem připravený jídelníček, 5. pořadatel oznamuje konání akce na vyhláškou stanovené organizace (KHS, PČR, ...), 6. po dobu akce jsou děti pojištěni u Hasičské vzájemné pojišťovny, 7. pořadatel disponuje vyhláškou stanovenou dokumentací, 8. místo konání hotel Štikov u Nové Paky, Pozn. akce se zúčastní 34 dětí (třetina ze Středočeského kraje)","schváleno RK","240000","20000","","8.33333333","","",""
"Kulturní aktivity","2016","FHT/PHT/029992/2016","Městečko Open air Přerov nad Labem 2016","V plném proudu jsou již přípravy dalšího ročníku Městečka Open air v Přerově nad Labem. A jak bývá naším zvykem, opět máme připraveno pro naše diváky něco nového., Termín letošního, 6. ročníku, jsme poprvé přesunuli na sobotní den. Po hlavním programu totiž pořádáme na podiu lidovou zábavu, kde účinkující soubory zahrají nejen sobě, ale všem divákům, kteří si přijdou zatančit. Plánovaný začátek programu je v 18h, Pro každého jednotlivého člena pořádajícího souboru to znamená daleko více dobrovolnické práce než v předchozích ročnících, ale to je pro úspěch celé akce nezbytné. Kromě nákladů, které platíme z vlastních zdrojů nebo sponzorských příspěvků, musíme vlastními silami připravit celé prostranství, postavit podium, rozestavět lavičky, stany jako zázemí souborů … atd. , Ale zpět k hlavnímu programu, který začne ve 14h. Letos nám účast přislíbily 2 dětské folklorní soubory: Šáteček ze Semic  a soubor Kytice z Prahy. Folklorní soubor Gaudeamus při VŠE v Praze bude opět zárukou kvalitního jevištního zpracování českého lidového umění. Folklorní soubor Jizera z Liberce dorazí do Přerova poprvé - s ukázkami zvyků a obyčejů mezi Ještědem a Sněžkou., My, jako hostující soubor, již od loňského ročníku pilně připravujeme pod vedením choreografů nové pásmo mateníků z Polabí, které na festivalu představíme., Na závěr bychom chtěli poděkovat za podporu, kterou nám, prostřednictvím prostředků z Fondu hejtmana SČ kraje, pomáháte zvýšit povědomí o lidových písních, tancích a zvycích. Za minulých 5 let se nám podařilo vybudovat z malého nápadu na konání místního folklorního festivalu akci, která každoročně přivítá téměř 400 diváků., ","schváleno RK","89500","20000","","22.34636872","","",""
"Sportovní aktivity","2016","FHT/PHT/029993/2016","Cena města Benešova","Sportovní akce celorepublikového významu pořádaná v regionu Středočeského kraje. Taneční postupová soutěž v standardních a latinsko-amerických tancích párů třídy A - soutěž výběrového řízení, kterou přiděluje ČSTS na základě splněných kritériích. Jedná se o soutěže v tanečním sportu, kde soutěží také kategorie od dětí přes juniory po dospělé ve standardních a latinskoamerických tancích., , Soutěž bude řízena propozicemi, které budou vydány před touto akcí a podle Soutěžního řádu pro soutěže v tanečním sportu v České republice., , Postupové soutěže:  Děti-II-D-STT, Děti-II-D-LAT, Jun-I-D-STT, Jun-I-D-LAT, Jun-I-C-STT, Jun-I-C-LAT, Jun-II-D-STT, Jun-II-D-LAT, Jun-II-C-STT, Jun-II-C-LAT, Jun-II-B-STT, Jun-II-B-LAT, Dospělí-C-STT, Dospělí-C-LAT, Dospělí-B-STT, Dospělí-B-LAT, Dospělí-A-STT, Dospělí-A-LAT  , , Soutěže tř. E (hobby):  Jun-I-E-STT, Jun-I-E-LAT, Jun-II-E-STT, Jun-II-E-LAT  ","schváleno RK","80000","50000","","62.5","","",""
"Sportovní aktivity","2016","FHT/PHT/029995/2016","Běh pro radost - 11. ročník","Běh pro radost je sportovní aktivitou pro všechny věkové kategorie, počínaje dětmi ve věku tří let po seniory bez věkové hranice. Běhá se v lesním prostředí cros pro dospělé,l děti běhají po louce. Závody jsou organizovány dlouhodobě. Vítězové obdrží vždy poháry a diplomy, na které se podepisují mimo jiné i významní čeští sportovci. , Akci spoluorganizuje místní organizace ČSSD a Městys Zdislavice. Centrum závodů je soustředěno do rekreačního areálu, kde je kompletní zázemí pro konání akce. ","schváleno RK","36200","28960","","80","","",""
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2016","FHT/PHT/029998/2016","Nákladní kontejner pro odvoz tlející trávy","Nákup nákladního vanového kontejneru 4m3 s povrchonou úpravou Zn pro likvidaci tlející trávy. Posekaná tráva z prostoru fotbalového hřiště je potřeba odvážet v častých cyklech. Majitelé nemovitostí v blízkosti tohoto kompostu si stěžují na častý zápach tlející trávy.","schváleno RK","53000","50000","","94.33962264","","",""
"Sportovní aktivity","2016","FHT/PHT/029999/2016","ISA EUROPEAN CHAMPIONSHIP - Kolín 2016","Mistrovství Evropy v disciplínách sport ju-jutsu, fighting lowkick a ken-jutsu kategoriích mladší a starší žáci, junioři, dospělí a veteráni. Turnaj se pořádá pod záštitou Martina Hellera čtyřnásobného Mistra Evropy.","schváleno RK","217280","80000","","36.81885125","","",""
"Kulturní aktivity","2016","FHT/PHT/030000/2016","Vísecký festiválek","Vísecký festiválek je jednodenní kulturní akce, která se koná na návsi památkové rezervace Víska u Březovic. Tato akce je organizována již 6. rokem a její kulturní přínos se stále zvyšuje. V loňském roce ji navštívilo 680 návštěvníků. Program je sestaven z hudebních vystoupení, ohnivé show, vystoupení tanečních skupin, atrakcí pro děti, pouštění vodních lampionů, tipovací soutěže a mnoha dalších.","schváleno RK","19000","10000","","52.63157895","","",""
"Kulturní aktivity","2016","FHT/PHT/030002/2016","Hudební přínos skladatelů středočeského kraje","Uspořádání osmi koncertů na různých místech Středočeského kraje, tedy v obcích a městech, kde působili známí i méně známí hudební skladatelé duchovní i světské hudby: Nymburk -(B.M.Černohorský),Louňovice - (J.D.Zelenka), Křečovice - (J.Suk), Slaný - (J.Družecký), Velvary -(V.J.Koželuh), Zlonice - (A.Dvořák), Stará Boleslav - (J.Klazar), Čelákovice - (J.Zach).Kromě skladeb těchto skladatelů zazní na každém koncertě alespoň jedna skladba W.A.Mozarta (má výročí narození) a jedna skladba současného autora, která bude korespondovat s prostředím, ve kterém zazní.Na koncertech vystoupí profesionální i amatérští hudebníci, včetně hudebníků mladých a včetně sólistů předních orchestrů a operních domů.Podporou tohoto kulturního projektu by se Středočeský kraj přihlásil k hudebnímu odkazu W.A.Mozarta, prezentoval by historické a kulturní dědictví na svém území, a podpořil by a zviditelnil také hudební skladatele, kteří neprávem upadli v zapomnění a jejichž hudba je stále živá.","schváleno RK","250000","100000","","40","","",""
"Kulturní aktivity","2016","FHT/PHT/030004/2016","Soutěž hasičských družstev O pohár hejtmana Štředočeského kraje","Soutěž hasičských družstev proběhne již 3. ročník. Tato soutěž je  vyjímečná v to že se soutěží v klasickém způsobu.Tzn.soutěží se v oblecích PS2 s opaskem v ochranné přilbě , v těžké zásahové obuvi. Rozhazují se hadice ne rozmotávají, každý musí čekat až ten předchozí závodník udělá požadovaný úkon a poté může pokračovat dále, pokud tak neučiní je penalizován tr.minutami. Tato soutěž by se měla co nejvíce podobat skutečnému zásahu u požáru,ne hasičskému sportu.","schváleno RK","90000","30000","","33.33333333","","",""
"Sportovní aktivity","2016","FHT/PHT/030005/2016","Karlovský kopcovák","Běžecká soutěž v přírodě. Je organizována tradičně v rámci Běhů Podblanicka, jako náborová a motivační v rámci ""Sportu pro zdraví"", Je pro všechny věkové kategorie od dětí pom seniory. Startuje a hodnotí se podle věkových kategorií. Předpokládaná účast je 100 až 120 běžců.","schváleno RK","20000","16000","","80","","",""
"Kulturní aktivity","2016","FHT/PHT/030010/2016","Oslavy 700. výročí obce Jedomělice - obecní symboly","V sobotu 16.července 2016 proběhnou v naší obci Jedomělice oslavy 700. výročí od první písemné zmínky o obci a I. setkání rodáků. U příležitosti těchto oslav jsme koncem minulého roku požádali Poslaneckou sněmovnu Parlamentu ČR - podvýbor pro heraldiku a vexilologii o udělení obecních symbolů. Znak a vlajku obce nám navrhl heraldik M. Oliverius a autorem grafického provedení je ing. Novák. Symboly nám budou předány do užívání 26. dubna 2016.Ihned po té provedeme oslovení tří firem se žádostí o zpracování cenové nabídky. Z těch bude na základě výběrového řízení vybrán dodavatel obecních symbolů. V den oslav proběhne slavnostní průvod obcí a následně bude v místní sokolovně připraven program pro účastníky oslav. V rámci toho proběhne představení obecních symbolů občanům a rodákům obce. Účast přislíbili i heraldik p. Oliverius a ing. Novák. Rovněž budou pozváni zástupci Středočeského kraje., Od výrobce necháme zhotovit smaltované uvítací cedule na začátek obce, dále smaltované cedule Obec a Obecní úřad, které umístíme  na budovu OÚ. Dále necháme zhotovit slavnostní vyšívanou vlajku se slavnostní stuhou a vyšívaný znak. Vlajku pořídíme i tištěnou, která bude sloužit pro venkovní použití.","schváleno RK","108900","60000","","55.09641873","","",""
"Sportovní aktivity","2016","FHT/PHT/030013/2016","Pořízení sportovního oblečení pro soutěžní družstva žen a mužů SDH Struhařov","Předmětem projektu je pořízení sportovního oblečení pro soutěžní družstva žen a mužů SDH Struhařov  (sportovní kalhoty a dres).","schváleno RK","19000","14000","","73.68421053","","",""
